Source,X,Y,Country,Realm,Family,Genus,Taxon,Taxon_ITIS,Occurrence,Sample_yea,BIOME,TaxonNameIUCN,redlistCategory,species_number,Source_grp,Dataset,row_id,nearpatch_ID,metric,treecover,near_p_dist,patch_area,dataset_row_id,row_id_2
Ferrari et al. 2003,-54.86805556,-3.95,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes albinasus,Chiropotes_albinasus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes albinasus,Vulnerable,51,a,Chiropotes_albinasus_a,621,413,area,1,0,9083.172831,4,1578
Ferrari et al. 2003,-54.88722222,-2.835,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes albinasus,Chiropotes_albinasus,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes albinasus,Vulnerable,51,a,Chiropotes_albinasus_a,624,234,area,1,0,9124.619643,7,1579
Ferrari et al. 2003,-54.955,-3.046111111,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes albinasus,Chiropotes_albinasus,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes albinasus,Vulnerable,51,a,Chiropotes_albinasus_a,629,109,area,1,0,9318.489593,12,1580
Boyle et al. 2013,-59.871237,-2.404871,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes satanas chiropotes,Chiropotes_chiropotes,1,1996,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes chiropotes,Least Concern,52,a,Chiropotes_chiropotes_a,119,106,area,1,0,9615.217884,1,1581
Boyle et al. 2013,-59.875867,-2.406501,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes satanas chiropotes,Chiropotes_chiropotes,1,1995,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes chiropotes,Least Concern,52,a,Chiropotes_chiropotes_a,33,107,area,1,0,9619.224383,1,1582
Boyle et al. 2013,-59.973276,-2.363825,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes satanas chiropotes,Chiropotes_chiropotes,1,1996,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes chiropotes,Least Concern,52,a,Chiropotes_chiropotes_a,123,106,area,1,0,9650.338843,5,1583
Boyle et al. 2013,-59.969876,-2.373319,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes satanas chiropotes,Chiropotes_chiropotes,0,1995,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes chiropotes,Least Concern,52,a,Chiropotes_chiropotes_a,36,113,area,1,0,9660.559626,4,1584
Boyle et al. 2013,-60.095297,-2.342719,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes satanas chiropotes,Chiropotes_chiropotes,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes chiropotes,Least Concern,52,a,Chiropotes_chiropotes_a,3815,68,area,1,0,9943.530262,1,1585
Boyle et al. 2013,-60.108505,-2.337438,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes satanas chiropotes,Chiropotes_chiropotes,0,1995,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes chiropotes,Least Concern,52,a,Chiropotes_chiropotes_a,35,31,area,1,0,9994.213386,3,1586
Boyle et al. 2013,-60.113042,-2.336699,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes satanas chiropotes,Chiropotes_chiropotes,0,1996,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes chiropotes,Least Concern,52,a,Chiropotes_chiropotes_a,121,25,area,1,0,9995.334719,3,1587
Benchimol & Venticinque 2014,-59.38027778,-1.855833333,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3819,1,area,0,30.0056344,2.881081906,4,1588
Benchimol & Venticinque 2014,-59.6325,-1.829444444,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3827,124,area,1,0,4.05152143,12,1589
Benchimol & Venticinque 2014,-59.36305556,-1.767222222,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3818,204,area,1,0,5.492062383,3,1590
Benchimol & Venticinque 2014,-59.59527778,-1.836111111,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3825,87,area,1,0,9.183448575,10,1591
Benchimol & Venticinque 2014,-59.42944444,-1.827777778,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3821,77,area,1,0,13.32500381,6,1592
Benchimol & Venticinque 2014,-59.6875,-1.783333333,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3832,112,area,1,0,15.21571382,17,1593
Benchimol & Venticinque 2014,-59.44777778,-1.789722222,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3823,100,area,1,0,22.32838477,8,1594
Benchimol & Venticinque 2014,-59.35388889,-1.841388889,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3817,2,area,0,42.43437511,34.75305049,2,1595
Benchimol & Venticinque 2014,-59.655,-1.877222222,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3829,117,area,1,0,58.34190859,14,1596
Benchimol & Venticinque 2014,-59.41555556,-1.798611111,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3820,120,area,1,0,91.92451956,5,1597
Benchimol & Venticinque 2014,-59.66277778,-1.678333333,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3830,67,area,1,0,103.3588134,15,1598
Benchimol & Venticinque 2014,-59.68722222,-1.831388889,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3831,91,area,1,0,116.1436143,16,1599
Benchimol & Venticinque 2014,-59.63777778,-1.791111111,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3828,83,area,1,0,137.6616948,13,1600
Benchimol & Venticinque 2014,-59.78472222,-1.702777778,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3835,141,area,1,0,226.1649296,20,1601
Benchimol & Venticinque 2014,-59.70333333,-1.741666667,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3833,88,area,1,0,844.5171337,18,1602
Benchimol & Venticinque 2014,-59.71666667,-1.671111111,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3816,116,area,1,0,948.3261161,1,1603
Benchimol & Venticinque 2014,-59.51472222,-1.772777778,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3824,92,area,1,0,1417.222196,9,1604
Benchimol & Venticinque 2014,-59.77861111,-1.597222222,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3834,184,area,1,0,1431.177437,19,1605
Benchimol & Venticinque 2014,-59.62722222,-1.592777778,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3826,217,area,1,0,2460.353914,11,1606
Benchimol & Venticinque 2014,-59.44222222,-1.739444444,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3822,171,area,1,0,3691.206124,7,1607
de Souza 2009,-59.38103611,-1.855925,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,b,Chiropotes_sagulatus_b,3853,1,area,0,30.00586477,2.881126145,18,1608
de Souza 2009,-59.63263889,-1.829666667,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,b,Chiropotes_sagulatus_b,3845,125,area,1,0,4.051583642,10,1609
de Souza 2009,-59.59533333,-1.836194444,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,b,Chiropotes_sagulatus_b,3843,87,area,1,0,9.183589588,8,1610
de Souza 2009,-59.4295,-1.827722222,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,b,Chiropotes_sagulatus_b,3839,77,area,1,0,13.32520842,4,1611
de Souza 2009,-59.68769444,-1.783361111,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,b,Chiropotes_sagulatus_b,3850,113,area,1,0,15.21594745,15,1612
de Souza 2009,-59.44772222,-1.789694444,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,b,Chiropotes_sagulatus_b,3841,101,area,1,0,22.32872762,6,1613
de Souza 2009,-59.65505556,-1.877333333,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,b,Chiropotes_sagulatus_b,3847,117,area,1,0,58.34280444,12,1614
de Souza 2009,-59.41552778,-1.798555556,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,b,Chiropotes_sagulatus_b,3838,120,area,1,0,91.92593107,3,1615
de Souza 2009,-59.66280556,-1.678219444,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,b,Chiropotes_sagulatus_b,3848,67,area,1,0,103.3604005,13,1616
de Souza 2009,-59.68719444,-1.831416667,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,b,Chiropotes_sagulatus_b,3849,91,area,1,0,116.1453977,14,1617
de Souza 2009,-59.63788889,-1.791,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,b,Chiropotes_sagulatus_b,3846,83,area,1,0,137.6638086,11,1618
de Souza 2009,-59.78480556,-1.702861111,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,b,Chiropotes_sagulatus_b,3837,143,area,1,0,226.1684024,2,1619
de Souza 2009,-59.70322222,-1.741694444,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,b,Chiropotes_sagulatus_b,3851,88,area,1,0,844.5301013,16,1620
de Souza 2009,-59.71677778,-1.671083333,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,b,Chiropotes_sagulatus_b,3836,116,area,1,0,948.3406777,1,1621
de Souza 2009,-59.51461111,-1.772777778,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,b,Chiropotes_sagulatus_b,3842,92,area,1,0,1417.243958,7,1622
de Souza 2009,-59.77863889,-1.597361111,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,b,Chiropotes_sagulatus_b,3852,186,area,1,0,1431.199413,17,1623
de Souza 2009,-59.62730556,-1.592694444,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,b,Chiropotes_sagulatus_b,3844,219,area,1,0,2460.391693,9,1624
de Souza 2009,-59.44230556,-1.739361111,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,b,Chiropotes_sagulatus_b,3840,171,area,1,0,3691.262803,5,1625
Mekonnen et al 2012,38.73408226,6.166814572,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus  djamdjamensis,Chlorocebus_djamdjamensis,1,2010,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus djamdjamensis,Vulnerable,54,a,Chlorocebus_djamdjamensis_a,4723,1,area,0,30.11781194,0.181416519,18,1626
Mekonnen et al 2012,38.48473778,6.240907649,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus  djamdjamensis,Chlorocebus_djamdjamensis,1,2010,Montane Grasslands Shrublands,Chlorocebus djamdjamensis,Vulnerable,54,a,Chlorocebus_djamdjamensis_a,4729,1,area,0,124.1789198,0.181416519,24,1627
Mekonnen et al 2012,38.52554813,6.500780151,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus  djamdjamensis,Chlorocebus_djamdjamensis,0,2010,Montane Grasslands Shrublands,Chlorocebus djamdjamensis,Vulnerable,54,a,Chlorocebus_djamdjamensis_a,4738,1,area,0,127.7790543,0.181416519,33,1628
Mekonnen et al 2012,39.02964288,6.568883936,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus  djamdjamensis,Chlorocebus_djamdjamensis,1,2010,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus djamdjamensis,Vulnerable,54,a,Chlorocebus_djamdjamensis_a,4718,1,area,0,301.1781194,0.272124779,13,1629
Mekonnen et al 2012,39.15542191,6.764291706,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus  djamdjamensis,Chlorocebus_djamdjamensis,1,2010,Montane Grasslands Shrublands,Chlorocebus djamdjamensis,Vulnerable,54,a,Chlorocebus_djamdjamensis_a,4710,1,area,0,277.6725061,0.362833038,5,1630
Mekonnen et al 2012,38.64406769,6.35293001,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus  djamdjamensis,Chlorocebus_djamdjamensis,1,2010,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus djamdjamensis,Vulnerable,54,a,Chlorocebus_djamdjamensis_a,4722,1,area,0,180.7068716,0.453541298,17,1631
Mekonnen et al 2012,39.05457405,6.661486807,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus  djamdjamensis,Chlorocebus_djamdjamensis,1,2010,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus djamdjamensis,Vulnerable,54,a,Chlorocebus_djamdjamensis_a,4709,1,area,0,229.3704222,0.544249558,4,1632
Mekonnen et al 2012,38.97831081,6.511016221,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus  djamdjamensis,Chlorocebus_djamdjamensis,1,2010,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus djamdjamensis,Vulnerable,54,a,Chlorocebus_djamdjamensis_a,4716,5,area,0,362.666481,0.544249558,11,1633
Mekonnen et al 2012,38.94286564,6.340031769,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus  djamdjamensis,Chlorocebus_djamdjamensis,1,2010,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus djamdjamensis,Vulnerable,54,a,Chlorocebus_djamdjamensis_a,4719,1,area,0,363.9149063,0.634957817,14,1634
Mekonnen et al 2012,38.86886536,6.734492169,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus  djamdjamensis,Chlorocebus_djamdjamensis,1,2010,Montane Grasslands Shrublands,Chlorocebus djamdjamensis,Vulnerable,54,a,Chlorocebus_djamdjamensis_a,4707,1,area,0,134.6909497,0.816374336,2,1635
Mekonnen et al 2012,38.49452576,6.214557385,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus  djamdjamensis,Chlorocebus_djamdjamensis,1,2010,Montane Grasslands Shrublands,Chlorocebus djamdjamensis,Vulnerable,54,a,Chlorocebus_djamdjamensis_a,4730,1,area,0,150.5890597,0.816374336,25,1636
Mekonnen et al 2012,38.50137691,6.272475757,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus  djamdjamensis,Chlorocebus_djamdjamensis,1,2010,Montane Grasslands Shrublands,Chlorocebus djamdjamensis,Vulnerable,54,a,Chlorocebus_djamdjamensis_a,4728,1,area,0,60.23562388,0.907082596,23,1637
Mekonnen et al 2012,38.39929936,6.222056237,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus  djamdjamensis,Chlorocebus_djamdjamensis,0,2010,Montane Grasslands Shrublands,Chlorocebus djamdjamensis,Vulnerable,54,a,Chlorocebus_djamdjamensis_a,4735,6,area,0,30.11781194,0.907082596,30,1638
Mekonnen et al 2012,38.65082177,6.743539475,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus  djamdjamensis,Chlorocebus_djamdjamensis,1,2010,Montane Grasslands Shrublands,Chlorocebus djamdjamensis,Vulnerable,54,a,Chlorocebus_djamdjamensis_a,4714,1,area,0,85.18603622,1.904873452,9,1639
Mekonnen et al 2012,38.71665595,6.705136804,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus  djamdjamensis,Chlorocebus_djamdjamensis,1,2010,Montane Grasslands Shrublands,Chlorocebus djamdjamensis,Vulnerable,54,a,Chlorocebus_djamdjamensis_a,4713,1,area,0,90.35343582,2.26770649,8,1640
Mekonnen et al 2012,38.67845932,6.284862726,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus  djamdjamensis,Chlorocebus_djamdjamensis,1,2010,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus djamdjamensis,Vulnerable,54,a,Chlorocebus_djamdjamensis_a,4725,122,area,0,30.11781194,4.172579941,20,1641
Mekonnen et al 2012,38.82505296,6.80550772,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus  djamdjamensis,Chlorocebus_djamdjamensis,1,2010,Montane Grasslands Shrublands,Chlorocebus djamdjamensis,Vulnerable,54,a,Chlorocebus_djamdjamensis_a,4711,126,area,1,0,6.80311947,6,1642
Mekonnen et al 2012,38.54292592,6.16752618,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus  djamdjamensis,Chlorocebus_djamdjamensis,1,2010,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus djamdjamensis,Vulnerable,54,a,Chlorocebus_djamdjamensis_a,4731,1,area,0,124.1789198,11.06640767,26,1643
Mekonnen et al 2012,38.74054176,6.135943146,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus  djamdjamensis,Chlorocebus_djamdjamensis,1,2010,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus djamdjamensis,Vulnerable,54,a,Chlorocebus_djamdjamensis_a,4726,1,area,0,108.5913152,18.05094366,21,1644
Mekonnen et al 2012,38.5517789,6.826842521,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus  djamdjamensis,Chlorocebus_djamdjamensis,0,2010,Montane Grasslands Shrublands,Chlorocebus djamdjamensis,Vulnerable,54,a,Chlorocebus_djamdjamensis_a,4734,62,area,1,0,20.68148319,29,1645
Mekonnen et al 2012,38.4702757,6.52997026,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus  djamdjamensis,Chlorocebus_djamdjamensis,0,2010,Montane Grasslands Shrublands,Chlorocebus djamdjamensis,Vulnerable,54,a,Chlorocebus_djamdjamensis_a,4733,69,area,1,0,22.58635664,28,1646
Mekonnen et al 2012,38.92251693,6.551347439,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus  djamdjamensis,Chlorocebus_djamdjamensis,1,2010,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus djamdjamensis,Vulnerable,54,a,Chlorocebus_djamdjamensis_a,4715,3,area,0,60.23562388,264.7774098,10,1647
Mekonnen et al 2012,38.97838405,6.490336728,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus  djamdjamensis,Chlorocebus_djamdjamensis,1,2010,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus djamdjamensis,Vulnerable,54,a,Chlorocebus_djamdjamensis_a,4717,680,area,1,0,382.3353142,12,1648
Mekonnen et al 2012,38.89765337,5.983023501,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus  djamdjamensis,Chlorocebus_djamdjamensis,0,2010,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus djamdjamensis,Vulnerable,54,a,Chlorocebus_djamdjamensis_a,4736,191,area,1,0,2505.815671,31,1649
Mekonnen et al. 2012,38.73408226,6.166814541,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus djamdjamensis,Chlorocebus_djamdjamensis,1,2010,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus djamdjamensis,Vulnerable,54,b,Chlorocebus_djamdjamensis_b,4758,1,area,0,30.11781194,0.181416519,20,1650
Mekonnen et al. 2012,38.48473778,6.240907618,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus djamdjamensis,Chlorocebus_djamdjamensis,1,2010,Montane Grasslands Shrublands,Chlorocebus djamdjamensis,Vulnerable,54,b,Chlorocebus_djamdjamensis_b,4765,1,area,0,124.1789198,0.181416519,27,1651
Mekonnen et al. 2012,38.52554813,6.500780118,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus djamdjamensis,Chlorocebus_djamdjamensis,0,2010,Montane Grasslands Shrublands,Chlorocebus djamdjamensis,Vulnerable,54,b,Chlorocebus_djamdjamensis_b,4774,1,area,0,127.7790543,0.181416519,36,1652
Mekonnen et al. 2012,39.02964288,6.568883903,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus djamdjamensis,Chlorocebus_djamdjamensis,1,2010,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus djamdjamensis,Vulnerable,54,b,Chlorocebus_djamdjamensis_b,4753,1,area,0,301.1781194,0.272124779,15,1653
Mekonnen et al. 2012,39.15542191,6.764291672,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus djamdjamensis,Chlorocebus_djamdjamensis,1,2010,Montane Grasslands Shrublands,Chlorocebus djamdjamensis,Vulnerable,54,b,Chlorocebus_djamdjamensis_b,4745,1,area,0,277.6725061,0.362833038,7,1654
Mekonnen et al. 2012,38.64406769,6.352929978,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus djamdjamensis,Chlorocebus_djamdjamensis,1,2010,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus djamdjamensis,Vulnerable,54,b,Chlorocebus_djamdjamensis_b,4757,1,area,0,180.7068716,0.453541298,19,1655
Mekonnen et al. 2012,39.05457405,6.661486774,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus djamdjamensis,Chlorocebus_djamdjamensis,1,2010,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus djamdjamensis,Vulnerable,54,b,Chlorocebus_djamdjamensis_b,4744,1,area,0,229.3704222,0.544249558,6,1656
Mekonnen et al. 2012,38.97831081,6.511016188,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus djamdjamensis,Chlorocebus_djamdjamensis,1,2010,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus djamdjamensis,Vulnerable,54,b,Chlorocebus_djamdjamensis_b,4751,5,area,0,362.666481,0.544249558,13,1657
Mekonnen et al. 2012,38.94286564,6.340031737,Ethiopia,Africa,Cercopithecidae,Chlorocebus,Chlorocebus djamdjamensis,Chlorocebus_djamdjamensis,1,2010,Tropical_and_suptropical_moist_broadleaf_forest,Chlorocebus djamdjamensis,Vulnerable,54,b,Chlorocebus_djamdjamensis_b,4754,1,area,0,363.9149063,0.634957817,16,1658
