Source,X,Y,Country,Realm,Family,Genus,Taxon,Taxon_ITIS,Occurrence,Sample_yea,BIOME,TaxonNameIUCN,redlistCategory,species_number,Source_grp,Dataset,row_id,nearpatch_ID,metric,treecover,near_p_dist,patch_area,dataset_row_id,row_id_2
de Thoisy et al. 2010,-53.917251,4.767957,French Guiana,Neotropics,Pitheciidae,Pithecia,Pithecia pithecia,Pithecia_pithecia,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia pithecia,Least Concern,118,a,Pithecia_pithecia_a,1333,75,area,1,0,9905.885759,1,3023
de Thoisy et al. 2010,-53.967133,5.348667,French Guiana,Neotropics,Pitheciidae,Pithecia,Pithecia pithecia,Pithecia_pithecia,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia pithecia,Least Concern,118,a,Pithecia_pithecia_a,4040,45,area,1,0,9933.675989,1,3024
de Thoisy et al. 2010,-52.131635,4.059572,French Guiana,Neotropics,Pitheciidae,Pithecia,Pithecia pithecia,Pithecia_pithecia,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia pithecia,Least Concern,118,a,Pithecia_pithecia_a,4428,19,area,1,0,9970.580712,1,3025
de Thoisy et al. 2010,-52.607433,4.865418,French Guiana,Neotropics,Pitheciidae,Pithecia,Pithecia pithecia,Pithecia_pithecia,0,2010,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia pithecia,Least Concern,118,a,Pithecia_pithecia_a,4810,70,area,1,0,9980.44721,1,3026
de Thoisy et al. 2010,-53.41044,4.578031,French Guiana,Neotropics,Pitheciidae,Pithecia,Pithecia pithecia,Pithecia_pithecia,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia pithecia,Least Concern,118,a,Pithecia_pithecia_a,4429,6,area,1,0,9982.140911,2,3027
de Thoisy et al. 2010,-53.32923,5.250747,French Guiana,Neotropics,Pitheciidae,Pithecia,Pithecia pithecia,Pithecia_pithecia,1,2012,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia pithecia,Least Concern,118,a,Pithecia_pithecia_a,5637,11,area,1,0,9982.711717,1,3028
de Thoisy et al. 2010,-53.941681,5.202246,French Guiana,Neotropics,Pitheciidae,Pithecia,Pithecia pithecia,Pithecia_pithecia,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia pithecia,Least Concern,118,a,Pithecia_pithecia_a,1336,16,area,1,0,9990.873434,4,3029
de Thoisy et al. 2010,-53.270108,4.680096,French Guiana,Neotropics,Pitheciidae,Pithecia,Pithecia pithecia,Pithecia_pithecia,1,2003,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia pithecia,Least Concern,118,a,Pithecia_pithecia_a,1703,1,area,1,0,9996.212831,1,3030
de Thoisy et al. 2010,-53.480165,5.273194,French Guiana,Neotropics,Pitheciidae,Pithecia,Pithecia pithecia,Pithecia_pithecia,1,2013,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia pithecia,Least Concern,118,a,Pithecia_pithecia_a,5874,24,area,1,0,10000.87436,1,3031
de Thoisy et al. 2010,-53.221053,5.372609,French Guiana,Neotropics,Pitheciidae,Pithecia,Pithecia pithecia,Pithecia_pithecia,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Pithecia pithecia,Least Concern,118,a,Pithecia_pithecia_a,772,85,area,1,0,10005.7673,3,3032
Shanee et al 2013,-76.79111111,-8.651666667,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus cupreus,Plecturocebus_cupreus,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus cupreus,Least Concern,119,d,Plecturocebus_cupreus_d,4436,446,area,0,30.18191294,3935.294793,6,3033
Shanee et al 2013,-76.75611111,-7.229444444,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus cupreus,Plecturocebus_cupreus,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus cupreus,Least Concern,119,d,Plecturocebus_cupreus_d,4435,1215,area,1,0,5057.582567,5,3034
Shanee et al 2013,-78.4125,-5.918888889,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus cupreus,Plecturocebus_cupreus,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus cupreus,Least Concern,119,d,Plecturocebus_cupreus_d,4455,1373,area,1,0,5502.398411,25,3035
Shanee et al 2013,-77.98055556,-5.909722222,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus cupreus,Plecturocebus_cupreus,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus cupreus,Least Concern,119,d,Plecturocebus_cupreus_d,4451,6,area,0,90.54573882,5529.544658,21,3036
Shanee et al 2013,-78.32972222,-6.216666667,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus cupreus,Plecturocebus_cupreus,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus cupreus,Least Concern,119,d,Plecturocebus_cupreus_d,4454,1047,area,1,0,6103.7151,24,3037
Shanee et al 2013,-76.39333333,-9.258055556,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus cupreus,Plecturocebus_cupreus,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus cupreus,Least Concern,119,d,Plecturocebus_cupreus_d,4433,594,area,1,0,6743.929262,3,3038
Shanee et al 2013,-76.95444444,-5.962222222,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus cupreus,Plecturocebus_cupreus,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus cupreus,Least Concern,119,d,Plecturocebus_cupreus_d,4439,1199,area,1,0,7311.267594,9,3039
Shanee et al 2013,-77.91,-5.665555556,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus cupreus,Plecturocebus_cupreus,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus cupreus,Least Concern,119,d,Plecturocebus_cupreus_d,4450,670,area,1,0,8595.430805,20,3040
Shanee et al 2013,-77.3875,-5.894444444,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus cupreus,Plecturocebus_cupreus,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus cupreus,Least Concern,119,d,Plecturocebus_cupreus_d,4443,684,area,1,0,8653.093805,13,3041
Shanee et al 2013,-77.59388889,-5.961944444,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus cupreus,Plecturocebus_cupreus,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus cupreus,Least Concern,119,d,Plecturocebus_cupreus_d,4446,999,area,1,0,8729.613426,16,3042
Shanee et al 2013,-76.90666667,-6.292777778,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus cupreus,Plecturocebus_cupreus,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus cupreus,Least Concern,119,d,Plecturocebus_cupreus_d,4438,903,area,1,0,8829.088933,8,3043
Shanee et al 2013,-77.5575,-6.267777778,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus cupreus,Plecturocebus_cupreus,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus cupreus,Least Concern,119,d,Plecturocebus_cupreus_d,4445,644,area,1,0,8897.683308,15,3044
Shanee et al 2013,-76.28972222,-6.4625,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus cupreus,Plecturocebus_cupreus,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus cupreus,Least Concern,119,d,Plecturocebus_cupreus_d,4432,620,area,1,0,8950.791568,2,3045
Shanee et al 2013,-77.13555556,-8.117222222,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus cupreus,Plecturocebus_cupreus,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus cupreus,Least Concern,119,d,Plecturocebus_cupreus_d,4431,407,area,1,0,9137.991355,1,3046
Shanee et al 2013,-76.89027778,-7.238888889,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus cupreus,Plecturocebus_cupreus,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus cupreus,Least Concern,119,d,Plecturocebus_cupreus_d,4437,597,area,1,0,9326.10209,7,3047
Shanee et al 2013,-78.25083333,-5.641666667,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus cupreus,Plecturocebus_cupreus,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus cupreus,Least Concern,119,d,Plecturocebus_cupreus_d,4453,551,area,1,0,9458.007342,23,3048
Shanee et al 2013,-76.71861111,-8.411111111,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus cupreus,Plecturocebus_cupreus,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus cupreus,Least Concern,119,d,Plecturocebus_cupreus_d,4434,957,area,1,0,9464.383977,4,3049
Shanee et al 2013,-77.46083333,-7.320555556,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus cupreus,Plecturocebus_cupreus,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus cupreus,Least Concern,119,d,Plecturocebus_cupreus_d,4444,486,area,1,0,9548.191181,14,3050
Shanee et al 2013,-78.20666667,-4.883055556,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus cupreus,Plecturocebus_cupreus,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus cupreus,Least Concern,119,d,Plecturocebus_cupreus_d,4452,406,area,1,0,9647.848878,22,3051
Shanee et al 2013,-77.08111111,-6.361666667,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus cupreus,Plecturocebus_cupreus,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus cupreus,Least Concern,119,d,Plecturocebus_cupreus_d,4440,316,area,1,0,9663.88156,10,3052
Shanee et al 2013,-77.78666667,-5.795277778,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus cupreus,Plecturocebus_cupreus,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus cupreus,Least Concern,119,d,Plecturocebus_cupreus_d,4448,394,area,1,0,9680.82519,18,3053
Shanee et al 2013,-77.76444444,-5.671666667,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus cupreus,Plecturocebus_cupreus,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus cupreus,Least Concern,119,d,Plecturocebus_cupreus_d,4447,388,area,1,0,9753.883209,17,3054
Shanee et al 2013,-77.22472222,-6.707777778,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus cupreus,Plecturocebus_cupreus,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus cupreus,Least Concern,119,d,Plecturocebus_cupreus_d,4442,106,area,1,0,9896.264361,12,3055
Shanee et al 2013,-77.84833333,-5.575277778,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus cupreus,Plecturocebus_cupreus,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus cupreus,Least Concern,119,d,Plecturocebus_cupreus_d,4449,130,area,1,0,9900.545816,19,3056
Shanee et al 2013,-77.19972222,-7.044166667,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus cupreus,Plecturocebus_cupreus,1,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus cupreus,Least Concern,119,d,Plecturocebus_cupreus_d,4441,104,area,1,0,9956.204731,11,3057
Shanee et al 2013,-76.79111111,-8.651666667,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus discolor,Plecturocebus_discolor,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus discolor,Least Concern,120,a,Plecturocebus_discolor_a,4462,446,area,0,30.18191294,3935.294793,6,3058
Shanee et al 2013,-76.75611111,-7.229444444,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus discolor,Plecturocebus_discolor,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus discolor,Least Concern,120,a,Plecturocebus_discolor_a,4461,1215,area,1,0,5057.582567,5,3059
Shanee et al 2013,-78.4125,-5.918888889,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus discolor,Plecturocebus_discolor,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus discolor,Least Concern,120,a,Plecturocebus_discolor_a,4481,1373,area,1,0,5502.398411,25,3060
Shanee et al 2013,-77.98055556,-5.909722222,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus discolor,Plecturocebus_discolor,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus discolor,Least Concern,120,a,Plecturocebus_discolor_a,4477,6,area,0,90.54573882,5529.544658,21,3061
Shanee et al 2013,-78.32972222,-6.216666667,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus discolor,Plecturocebus_discolor,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus discolor,Least Concern,120,a,Plecturocebus_discolor_a,4480,1047,area,1,0,6103.7151,24,3062
Shanee et al 2013,-76.39333333,-9.258055556,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus discolor,Plecturocebus_discolor,1,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus discolor,Least Concern,120,a,Plecturocebus_discolor_a,4459,594,area,1,0,6743.929262,3,3063
Shanee et al 2013,-76.95444444,-5.962222222,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus discolor,Plecturocebus_discolor,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus discolor,Least Concern,120,a,Plecturocebus_discolor_a,4465,1199,area,1,0,7311.267594,9,3064
Shanee et al 2013,-77.91,-5.665555556,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus discolor,Plecturocebus_discolor,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus discolor,Least Concern,120,a,Plecturocebus_discolor_a,4476,670,area,1,0,8595.430805,20,3065
Shanee et al 2013,-77.3875,-5.894444444,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus discolor,Plecturocebus_discolor,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus discolor,Least Concern,120,a,Plecturocebus_discolor_a,4469,684,area,1,0,8653.093805,13,3066
Shanee et al 2013,-77.59388889,-5.961944444,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus discolor,Plecturocebus_discolor,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus discolor,Least Concern,120,a,Plecturocebus_discolor_a,4472,999,area,1,0,8729.613426,16,3067
Shanee et al 2013,-76.90666667,-6.292777778,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus discolor,Plecturocebus_discolor,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus discolor,Least Concern,120,a,Plecturocebus_discolor_a,4464,903,area,1,0,8829.088933,8,3068
Shanee et al 2013,-77.5575,-6.267777778,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus discolor,Plecturocebus_discolor,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus discolor,Least Concern,120,a,Plecturocebus_discolor_a,4471,644,area,1,0,8897.683308,15,3069
Shanee et al 2013,-76.28972222,-6.4625,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus discolor,Plecturocebus_discolor,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus discolor,Least Concern,120,a,Plecturocebus_discolor_a,4458,620,area,1,0,8950.791568,2,3070
Shanee et al 2013,-77.13555556,-8.117222222,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus discolor,Plecturocebus_discolor,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus discolor,Least Concern,120,a,Plecturocebus_discolor_a,4457,407,area,1,0,9137.991355,1,3071
Shanee et al 2013,-76.89027778,-7.238888889,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus discolor,Plecturocebus_discolor,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus discolor,Least Concern,120,a,Plecturocebus_discolor_a,4463,597,area,1,0,9326.10209,7,3072
Shanee et al 2013,-78.25083333,-5.641666667,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus discolor,Plecturocebus_discolor,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus discolor,Least Concern,120,a,Plecturocebus_discolor_a,4479,551,area,1,0,9458.007342,23,3073
Shanee et al 2013,-76.71861111,-8.411111111,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus discolor,Plecturocebus_discolor,1,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus discolor,Least Concern,120,a,Plecturocebus_discolor_a,4460,957,area,1,0,9464.383977,4,3074
Shanee et al 2013,-77.46083333,-7.320555556,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus discolor,Plecturocebus_discolor,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus discolor,Least Concern,120,a,Plecturocebus_discolor_a,4470,486,area,1,0,9548.191181,14,3075
Shanee et al 2013,-78.20666667,-4.883055556,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus discolor,Plecturocebus_discolor,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus discolor,Least Concern,120,a,Plecturocebus_discolor_a,4478,406,area,1,0,9647.848878,22,3076
Shanee et al 2013,-77.08111111,-6.361666667,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus discolor,Plecturocebus_discolor,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus discolor,Least Concern,120,a,Plecturocebus_discolor_a,4466,316,area,1,0,9663.88156,10,3077
Shanee et al 2013,-77.78666667,-5.795277778,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus discolor,Plecturocebus_discolor,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus discolor,Least Concern,120,a,Plecturocebus_discolor_a,4474,394,area,1,0,9680.82519,18,3078
Shanee et al 2013,-77.76444444,-5.671666667,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus discolor,Plecturocebus_discolor,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus discolor,Least Concern,120,a,Plecturocebus_discolor_a,4473,388,area,1,0,9753.883209,17,3079
Shanee et al 2013,-77.22472222,-6.707777778,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus discolor,Plecturocebus_discolor,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus discolor,Least Concern,120,a,Plecturocebus_discolor_a,4468,106,area,1,0,9896.264361,12,3080
Shanee et al 2013,-77.84833333,-5.575277778,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus discolor,Plecturocebus_discolor,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus discolor,Least Concern,120,a,Plecturocebus_discolor_a,4475,130,area,1,0,9900.545816,19,3081
Shanee et al 2013,-77.19972222,-7.044166667,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus discolor,Plecturocebus_discolor,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus discolor,Least Concern,120,a,Plecturocebus_discolor_a,4467,104,area,1,0,9956.204731,11,3082
Pyritz et al. 2010,-63.166785,-17.925957,Bolivia,Neotropics,Pitheciidae,Callicebus,Callicebus donacophilus,Plecturocebus_donacophilus,1,2006,Tropical and Subtropical Dry Broadleaf Forest,Plecturocebus donacophilus,Least Concern,121,a,Plecturocebus_donacophilus_a,3069,51,area,0,86.73348027,0.470168537,5,3083
Pyritz et al. 2010,-62.895966,-17.740141,Bolivia,Neotropics,Pitheciidae,Callicebus,Callicebus donacophilus,Plecturocebus_donacophilus,0,2006,Tropical and Subtropical Dry Broadleaf Forest,Plecturocebus donacophilus,Least Concern,121,a,Plecturocebus_donacophilus_a,3065,224,area,1,0,1.12840449,1,3084
Pyritz et al. 2010,-62.927585,-17.845909,Bolivia,Neotropics,Pitheciidae,Callicebus,Callicebus donacophilus,Plecturocebus_donacophilus,1,2006,Tropical and Subtropical Dry Broadleaf Forest,Plecturocebus donacophilus,Least Concern,121,a,Plecturocebus_donacophilus_a,3066,159,area,1,0,407.1659534,2,3085
Pyritz et al. 2010,-63.064902,-17.78048,Bolivia,Neotropics,Pitheciidae,Callicebus,Callicebus donacophilus,Plecturocebus_donacophilus,1,2006,Tropical and Subtropical Dry Broadleaf Forest,Plecturocebus donacophilus,Least Concern,121,a,Plecturocebus_donacophilus_a,3067,80,area,1,0,488.4110767,3,3086
Pyritz et al. 2010,-63.147683,-17.92593,Bolivia,Neotropics,Pitheciidae,Callicebus,Callicebus donacophilus,Plecturocebus_donacophilus,1,2006,Tropical and Subtropical Dry Broadleaf Forest,Plecturocebus donacophilus,Least Concern,121,a,Plecturocebus_donacophilus_a,3068,202,area,1,0,1207.862973,4,3087
Ferrari et al. 2003,-54.92361111,-3.238333333,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus moloch,Plecturocebus_moloch,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus moloch,Least Concern,122,a,Plecturocebus_moloch_a,783,26,area,0,192.4115572,0.722384534,10,3088
Ferrari et al. 2003,-54.90555556,-4.065555556,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus moloch,Plecturocebus_moloch,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus moloch,Least Concern,122,a,Plecturocebus_moloch_a,781,149,area,0,180.2978204,4582.807483,8,3089
Ferrari et al. 2003,-54.79555556,-2.941944444,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus moloch,Plecturocebus_moloch,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus moloch,Least Concern,122,a,Plecturocebus_moloch_a,775,486,area,1,0,7172.917229,2,3090
Ferrari et al. 2003,-54.92333333,-3.331666667,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus moloch,Plecturocebus_moloch,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus moloch,Least Concern,122,a,Plecturocebus_moloch_a,782,195,area,1,0,8915.850513,9,3091
Ferrari et al. 2003,-54.88722222,-2.835,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus moloch,Plecturocebus_moloch,0,2000,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus moloch,Least Concern,122,a,Plecturocebus_moloch_a,780,272,area,1,0,9265.574925,7,3092
Ferrari et al. 2003,-54.955,-3.046111111,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus moloch,Plecturocebus_moloch,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus moloch,Least Concern,122,a,Plecturocebus_moloch_a,785,105,area,1,0,9449.692684,12,3093
Ferrari et al. 2003,-54.8775,-3.9425,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus moloch,Plecturocebus_moloch,1,2000,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus moloch,Least Concern,122,a,Plecturocebus_moloch_a,778,23,area,0,60.09927345,9604.644166,5,3094
Boveda-Penalba et al. 2009,-77.46444444,-5.788055556,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus oenanthe,Plecturocebus_oenanthe,0,2007,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus oenanthe,Critically Endangered,123,a,Plecturocebus_oenanthe_a,3610,269,area,0,30.11060924,0.090664879,84,3095
Boveda-Penalba et al. 2009,-76.34472222,-6.560833333,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus oenanthe,Plecturocebus_oenanthe,0,2007,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus oenanthe,Critically Endangered,123,a,Plecturocebus_oenanthe_a,3538,122,area,0,30.11060924,0.090664879,12,3096
Boveda-Penalba et al. 2009,-77.48388889,-5.749166667,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus oenanthe,Plecturocebus_oenanthe,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus oenanthe,Critically Endangered,123,a,Plecturocebus_oenanthe_a,3611,142,area,0,30.11060924,0.181329758,85,3097
Boveda-Penalba et al. 2009,-76.56055556,-6.624444444,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus oenanthe,Plecturocebus_oenanthe,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus oenanthe,Critically Endangered,123,a,Plecturocebus_oenanthe_a,3549,570,area,0,95.21810693,0.362659516,23,3098
Boveda-Penalba et al. 2009,-76.77277778,-7.1175,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus oenanthe,Plecturocebus_oenanthe,0,2007,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus oenanthe,Critically Endangered,123,a,Plecturocebus_oenanthe_a,3574,400,area,0,42.58283196,0.362659516,48,3099
Boveda-Penalba et al. 2009,-77.30361111,-5.786388889,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus oenanthe,Plecturocebus_oenanthe,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus oenanthe,Critically Endangered,123,a,Plecturocebus_oenanthe_a,3602,1375,area,1,0,0.725319031,76,3100
Boveda-Penalba et al. 2009,-76.69194444,-7.0775,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus oenanthe,Plecturocebus_oenanthe,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus oenanthe,Critically Endangered,123,a,Plecturocebus_oenanthe_a,3569,1070,area,1,0,1.178643425,43,3101
Boveda-Penalba et al. 2009,-76.56555556,-7.044722222,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus oenanthe,Plecturocebus_oenanthe,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus oenanthe,Critically Endangered,123,a,Plecturocebus_oenanthe_a,3551,874,area,1,0,4.714573702,25,3102
Boveda-Penalba et al. 2009,-77.32138889,-5.939722222,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus oenanthe,Plecturocebus_oenanthe,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus oenanthe,Critically Endangered,123,a,Plecturocebus_oenanthe_a,3604,63,area,0,85.16566392,11.69576938,78,3103
Boveda-Penalba et al. 2009,-76.94166667,-6.058888889,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus oenanthe,Plecturocebus_oenanthe,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus oenanthe,Critically Endangered,123,a,Plecturocebus_oenanthe_a,3588,922,area,1,0,13.41840207,62,3104
Boveda-Penalba et al. 2009,-76.49694444,-7.013611111,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus oenanthe,Plecturocebus_oenanthe,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus oenanthe,Critically Endangered,123,a,Plecturocebus_oenanthe_a,3546,1093,area,1,0,17.86098114,20,3105
Boveda-Penalba et al. 2009,-77.24027778,-5.967222222,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus oenanthe,Plecturocebus_oenanthe,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus oenanthe,Critically Endangered,123,a,Plecturocebus_oenanthe_a,3599,1207,area,1,0,23.57286851,73,3106
Boveda-Penalba et al. 2009,-76.47166667,-6.450277778,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus oenanthe,Plecturocebus_oenanthe,0,2007,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus oenanthe,Critically Endangered,123,a,Plecturocebus_oenanthe_a,3545,1247,area,1,0,82.59570466,19,3107
Boveda-Penalba et al. 2009,-76.99111111,-6.026388889,Peru,Neotropics,Pitheciidae,Callicebus,Callicebus oenanthe,Plecturocebus_oenanthe,1,2007,Tropical_and_suptropical_moist_broadleaf_forest,Plecturocebus oenanthe,Critically Endangered,123,a,Plecturocebus_oenanthe_a,3590,936,area,1,0,102.2699834,64,3108
