Source,X,Y,Country,Realm,Family,Genus,Taxon,Taxon_ITIS,Occurrence,Sample_yea,BIOME,TaxonNameIUCN,redlistCategory,species_number,Source_grp,Dataset,row_id,nearpatch_ID,metric,treecover,near_p_dist,patch_area,dataset_row_id,row_id_2
Shanee et al. 2015,-76.75611111,-7.229444444,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5028,650,area,0,42.70300528,4963.238123,35,560
Shanee et al. 2015,-76.01138889,-9.291666667,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,4996,413,area,0,30.19558461,5100.551186,3,561
Shanee et al. 2015,-78.4125,-5.918888889,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5014,1374,area,1,0,5455.413366,21,562
Shanee et al. 2015,-77.98055556,-5.909722222,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5023,6,area,0,90.58675384,5522.519883,30,563
Shanee et al. 2015,-78.32972222,-6.216666667,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5024,1055,area,1,0,6093.56352,31,564
Shanee et al. 2015,-77.9125,-5.728055556,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5004,1067,area,1,0,7428.399675,11,565
Shanee et al. 2015,-77.49305556,-7.144722222,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5026,1203,area,1,0,8126.088627,33,566
Shanee et al. 2015,-75.80361111,-9.684166667,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5000,540,area,1,0,8177.421466,7,567
Shanee et al. 2015,-76.1025,-6.715277778,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5036,435,area,1,0,8501.100998,43,568
Shanee et al. 2015,-75.75861111,-9.807777778,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,4998,794,area,1,0,8517.604095,5,569
Shanee et al. 2015,-76.90666667,-6.292777778,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5029,973,area,1,0,8671.511434,36,570
Shanee et al. 2015,-76.89027778,-7.238888889,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5021,648,area,1,0,9179.64271,28,571
Shanee et al. 2015,-76.71861111,-8.411111111,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,4994,972,area,1,0,9392.906492,1,572
Shanee et al. 2015,-77.45083333,-6.346666667,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5018,412,area,1,0,9399.83597,25,573
Shanee et al. 2015,-78.25083333,-5.641666667,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5007,567,area,1,0,9421.809707,14,574
Shanee et al. 2015,-77.33444444,-6.160555556,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5017,269,area,1,0,9524.657739,24,575
Shanee et al. 2015,-76.59361111,-8.482777778,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,4995,524,area,1,0,9557.937465,2,576
Shanee et al. 2015,-75.97055556,-9.419722222,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,4997,175,area,0,42.70300528,9588.025985,4,577
Shanee et al. 2015,-77.81055556,-5.697777778,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5034,240,area,0,30.19558461,9595.684881,41,578
Shanee et al. 2015,-77.78666667,-5.795277778,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5030,395,area,1,0,9686.588682,37,579
Shanee et al. 2015,-77.22472222,-6.707777778,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5012,133,area,1,0,9874.140456,19,580
Shanee et al. 2015,-77.68166667,-6.735277778,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5011,163,area,1,0,9881.343465,18,581
Shanee et al. 2015,-77.19972222,-7.044166667,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5022,104,area,1,0,9933.13219,29,582
Shanee et al. 2015,-77.90611111,-5.707777778,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5046,434,area,0,60.39116923,0.182354666,10,583
Shanee et al. 2015,-77.96888889,-5.823611111,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5075,160,area,0,456.9421108,0.638241331,39,584
Shanee et al. 2015,-77.79833333,-5.908333333,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5076,177,area,0,181.1735077,2.370610658,40,585
Shanee et al. 2015,-78.00027778,-5.993888889,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5053,240,area,0,128.1090159,3.738270654,17,586
Shanee et al. 2015,-77.95555556,-6.0175,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5074,1026,area,1,0,20.24136793,38,587
Shanee et al. 2015,-77.91527778,-6.265555556,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5059,1,area,0,30.19558461,22.52080125,23,588
Shanee et al. 2015,-77.64777778,-6.053611111,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5049,1093,area,1,0,2680.613591,13,589
Shanee et al. 2015,-78.16583333,-5.938333333,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5052,778,area,1,0,2825.767905,16,590
Shanee et al. 2015,-77.99027778,-6.389444444,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5078,152,area,0,60.39116923,3711.829227,42,591
Shanee et al. 2015,-76.75611111,-7.229444444,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5071,650,area,0,42.70300528,4963.238123,35,592
Shanee et al. 2015,-76.01138889,-9.291666667,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5039,413,area,0,30.19558461,5100.551186,3,593
Shanee et al. 2015,-78.4125,-5.918888889,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5057,1374,area,1,0,5455.413366,21,594
Shanee et al. 2015,-77.98055556,-5.909722222,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5066,6,area,0,90.58675384,5522.519883,30,595
Shanee et al. 2015,-78.32972222,-6.216666667,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5067,1055,area,1,0,6093.56352,31,596
Shanee et al. 2015,-75.84222222,-9.689166667,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5044,543,area,1,0,7978.563703,8,597
Shanee et al. 2015,-77.49305556,-7.144722222,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5069,1203,area,1,0,8126.088627,33,598
Shanee et al. 2015,-76.1025,-6.715277778,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5079,435,area,1,0,8501.100998,43,599
Shanee et al. 2015,-75.75861111,-9.807777778,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5041,794,area,1,0,8517.604095,5,600
Shanee et al. 2015,-76.90666667,-6.292777778,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5072,973,area,1,0,8671.511434,36,601
Shanee et al. 2015,-76.89027778,-7.238888889,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5064,648,area,1,0,9179.64271,28,602
Shanee et al. 2015,-76.71861111,-8.411111111,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5037,972,area,1,0,9392.906492,1,603
Shanee et al. 2015,-77.45083333,-6.346666667,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5061,412,area,1,0,9399.83597,25,604
Shanee et al. 2015,-77.91638889,-5.645,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5048,471,area,1,0,9470.771935,12,605
Shanee et al. 2015,-77.33444444,-6.160555556,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5060,269,area,1,0,9524.657739,24,606
Shanee et al. 2015,-76.59361111,-8.482777778,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5038,524,area,1,0,9557.937465,2,607
Shanee et al. 2015,-75.97055556,-9.419722222,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5040,175,area,0,42.70300528,9588.025985,4,608
Shanee et al. 2015,-77.81055556,-5.697777778,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5077,240,area,0,30.19558461,9595.684881,41,609
Shanee et al. 2015,-78.28,-5.6375,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5058,535,area,1,0,9619.573342,22,610
Shanee et al. 2015,-77.78666667,-5.795277778,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5073,395,area,1,0,9686.588682,37,611
Shanee et al. 2015,-77.22472222,-6.707777778,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5055,133,area,1,0,9874.140456,19,612
Shanee et al. 2015,-77.68166667,-6.735277778,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5054,163,area,1,0,9881.343465,18,613
Shanee et al. 2015,-77.19972222,-7.044166667,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5065,104,area,1,0,9933.13219,29,614
Shanee et al 2013,-76.79111111,-8.651666667,Peru,Neotropics,Aotidae,Aotus,Aotus nigriceps,Aotus_nigriceps,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nigriceps,Least Concern,15,a,Aotus_nigriceps_a,4275,446,area,0,30.18191294,3935.294793,4,615
Shanee et al 2013,-76.39333333,-9.258055556,Peru,Neotropics,Aotidae,Aotus,Aotus nigriceps,Aotus_nigriceps,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nigriceps,Least Concern,15,a,Aotus_nigriceps_a,4274,594,area,1,0,6743.929262,3,616
Shanee et al 2013,-76.95444444,-5.962222222,Peru,Neotropics,Aotidae,Aotus,Aotus nigriceps,Aotus_nigriceps,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nigriceps,Least Concern,15,a,Aotus_nigriceps_a,4277,1199,area,1,0,7311.267594,6,617
Shanee et al 2013,-77.91,-5.665555556,Peru,Neotropics,Aotidae,Aotus,Aotus nigriceps,Aotus_nigriceps,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nigriceps,Least Concern,15,a,Aotus_nigriceps_a,4283,670,area,1,0,8595.430805,12,618
Shanee et al 2013,-77.3875,-5.894444444,Peru,Neotropics,Aotidae,Aotus,Aotus nigriceps,Aotus_nigriceps,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nigriceps,Least Concern,15,a,Aotus_nigriceps_a,4279,684,area,1,0,8653.093805,8,619
Shanee et al 2013,-77.59388889,-5.961944444,Peru,Neotropics,Aotidae,Aotus,Aotus nigriceps,Aotus_nigriceps,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nigriceps,Least Concern,15,a,Aotus_nigriceps_a,4282,999,area,1,0,8729.613426,11,620
Shanee et al 2013,-76.90666667,-6.292777778,Peru,Neotropics,Aotidae,Aotus,Aotus nigriceps,Aotus_nigriceps,1,2009,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nigriceps,Least Concern,15,a,Aotus_nigriceps_a,4276,903,area,1,0,8829.088933,5,621
Shanee et al 2013,-77.5575,-6.267777778,Peru,Neotropics,Aotidae,Aotus,Aotus nigriceps,Aotus_nigriceps,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nigriceps,Least Concern,15,a,Aotus_nigriceps_a,4281,644,area,1,0,8897.683308,10,622
Shanee et al 2013,-76.28972222,-6.4625,Peru,Neotropics,Aotidae,Aotus,Aotus nigriceps,Aotus_nigriceps,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nigriceps,Least Concern,15,a,Aotus_nigriceps_a,4273,620,area,1,0,8950.791568,2,623
Shanee et al 2013,-77.13555556,-8.117222222,Peru,Neotropics,Aotidae,Aotus,Aotus nigriceps,Aotus_nigriceps,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nigriceps,Least Concern,15,a,Aotus_nigriceps_a,4272,407,area,1,0,9137.991355,1,624
Shanee et al 2013,-77.46083333,-7.320555556,Peru,Neotropics,Aotidae,Aotus,Aotus nigriceps,Aotus_nigriceps,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nigriceps,Least Concern,15,a,Aotus_nigriceps_a,4280,486,area,1,0,9548.191181,9,625
Shanee et al 2013,-78.20666667,-4.883055556,Peru,Neotropics,Aotidae,Aotus,Aotus nigriceps,Aotus_nigriceps,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nigriceps,Least Concern,15,a,Aotus_nigriceps_a,4284,406,area,1,0,9647.848878,13,626
Shanee et al 2013,-77.08111111,-6.361666667,Peru,Neotropics,Aotidae,Aotus,Aotus nigriceps,Aotus_nigriceps,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nigriceps,Least Concern,15,a,Aotus_nigriceps_a,4278,316,area,1,0,9663.88156,7,627
Heymann et al. 2002,-74.46195556,-2.249375,Peru,Neotropics,Aotidae,Aotus,Aotus vociferans,Aotus_vociferans,0,1999,Tropical_and_suptropical_moist_broadleaf_forest,Aotus vociferans,Least Concern,16,a,Aotus_vociferans_a,237,36,area,1,0,5758.570317,5,628
Heymann et al. 2002,-74.87591111,-2.013447222,Peru,Neotropics,Aotidae,Aotus,Aotus vociferans,Aotus_vociferans,0,1999,Tropical_and_suptropical_moist_broadleaf_forest,Aotus vociferans,Least Concern,16,a,Aotus_vociferans_a,240,39,area,1,0,6166.816081,8,629
Heymann et al. 2002,-74.65540278,-2.122227778,Peru,Neotropics,Aotidae,Aotus,Aotus vociferans,Aotus_vociferans,1,1999,Tropical_and_suptropical_moist_broadleaf_forest,Aotus vociferans,Least Concern,16,a,Aotus_vociferans_a,238,41,area,1,0,6345.277286,6,630
Heymann et al. 2002,-74.46778611,-2.285575,Peru,Neotropics,Aotidae,Aotus,Aotus vociferans,Aotus_vociferans,0,1999,Tropical_and_suptropical_moist_broadleaf_forest,Aotus vociferans,Least Concern,16,a,Aotus_vociferans_a,233,40,area,1,0,7485.195982,1,631
Heymann et al. 2002,-74.67330556,-2.168175,Peru,Neotropics,Aotidae,Aotus,Aotus vociferans,Aotus_vociferans,0,1999,Tropical_and_suptropical_moist_broadleaf_forest,Aotus vociferans,Least Concern,16,a,Aotus_vociferans_a,239,39,area,1,0,8020.309475,7,632
Heymann et al. 2002,-74.90436667,-2.051469444,Peru,Neotropics,Aotidae,Aotus,Aotus vociferans,Aotus_vociferans,0,1999,Tropical_and_suptropical_moist_broadleaf_forest,Aotus vociferans,Least Concern,16,a,Aotus_vociferans_a,241,30,area,1,0,8699.938726,9,633
Heymann et al. 2002,-75.01069722,-2.164897222,Peru,Neotropics,Aotidae,Aotus,Aotus vociferans,Aotus_vociferans,0,1999,Tropical_and_suptropical_moist_broadleaf_forest,Aotus vociferans,Least Concern,16,a,Aotus_vociferans_a,235,140,area,1,0,9904.50684,3,634
Aquino et al. 2016,-77.2168058,-4.332172064,Peru,Neotropics,Atelidae,Ateles,Ateles belzebuth,Ateles_belzebuth,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Ateles belzebuth,Endangered,17,a,Ateles_belzebuth_a,2456,2,area,0,30.03385004,5332.002233,1,635
Aquino et al. 2016,-77.58813096,-3.367572503,Peru,Neotropics,Atelidae,Ateles,Ateles belzebuth,Ateles_belzebuth,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Ateles belzebuth,Endangered,17,a,Ateles_belzebuth_a,2469,50,area,1,0,5698.768505,14,636
Aquino et al. 2016,-77.235822,-3.979466557,Peru,Neotropics,Atelidae,Ateles,Ateles belzebuth,Ateles_belzebuth,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Ateles belzebuth,Endangered,17,a,Ateles_belzebuth_a,2462,78,area,1,0,5840.207145,7,637
Aquino et al. 2016,-77.65725215,-3.113763016,Peru,Neotropics,Atelidae,Ateles,Ateles belzebuth,Ateles_belzebuth,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Ateles belzebuth,Endangered,17,a,Ateles_belzebuth_a,2471,13,area,1,0,6256.224372,16,638
Aquino et al. 2016,-76.415193,-2.909142,Peru,Neotropics,Atelidae,Ateles,Ateles belzebuth,Ateles_belzebuth,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Ateles belzebuth,Endangered,17,a,Ateles_belzebuth_a,2474,115,area,1,0,6578.700865,19,639
Aquino et al. 2016,-75.94825701,-5.643255849,Peru,Neotropics,Atelidae,Ateles,Ateles belzebuth,Ateles_belzebuth,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Ateles belzebuth,Endangered,17,a,Ateles_belzebuth_a,4288,1,area,0,60.14421331,6819.38372,3,640
Aquino et al. 2016,-77.55039878,-4.433464045,Peru,Neotropics,Atelidae,Ateles,Ateles belzebuth,Ateles_belzebuth,0,2012,Tropical_and_suptropical_moist_broadleaf_forest,Ateles belzebuth,Endangered,17,a,Ateles_belzebuth_a,5554,230,area,1,0,7732.968283,2,641
Aquino et al. 2016,-76.48790161,-3.459889965,Peru,Neotropics,Atelidae,Ateles,Ateles belzebuth,Ateles_belzebuth,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Ateles belzebuth,Endangered,17,a,Ateles_belzebuth_a,2468,265,area,1,0,9370.490365,13,642
Aquino et al. 2016,-76.59015112,-5.87522677,Peru,Neotropics,Atelidae,Ateles,Ateles belzebuth,Ateles_belzebuth,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Ateles belzebuth,Endangered,17,a,Ateles_belzebuth_a,4286,247,area,1,0,9425.848253,1,643
Aquino et al. 2016,-77.6019604,-4.613057518,Peru,Neotropics,Atelidae,Ateles,Ateles belzebuth,Ateles_belzebuth,0,2012,Tropical_and_suptropical_moist_broadleaf_forest,Ateles belzebuth,Endangered,17,a,Ateles_belzebuth_a,5553,83,area,0,30.05845647,9786.557994,1,644
Aquino et al. 2016,-76.4857395,-3.066408023,Peru,Neotropics,Atelidae,Ateles,Ateles belzebuth,Ateles_belzebuth,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Ateles belzebuth,Endangered,17,a,Ateles_belzebuth_a,2472,168,area,1,0,9819.431765,17,645
Aquino et al. 2016,-76.56572746,-3.771812851,Peru,Neotropics,Atelidae,Ateles,Ateles belzebuth,Ateles_belzebuth,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Ateles belzebuth,Endangered,17,a,Ateles_belzebuth_a,2467,205,area,1,0,9905.936648,12,646
Aquino et al. 2016,-76.94064701,-4.234070895,Peru,Neotropics,Atelidae,Ateles,Ateles belzebuth,Ateles_belzebuth,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Ateles belzebuth,Endangered,17,a,Ateles_belzebuth_a,2457,138,area,1,0,9925.510746,2,647
Aquino et al. 2016,-77.34015388,-4.229583568,Peru,Neotropics,Atelidae,Ateles,Ateles belzebuth,Ateles_belzebuth,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Ateles belzebuth,Endangered,17,a,Ateles_belzebuth_a,2458,137,area,1,0,9933.358426,3,648
Aquino et al. 2016,-76.21826315,-5.214306938,Peru,Neotropics,Atelidae,Ateles,Ateles belzebuth,Ateles_belzebuth,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Ateles belzebuth,Endangered,17,a,Ateles_belzebuth_a,4289,83,area,0,60.14421331,9943.035495,4,649
Aquino et al. 2016,-76.65937082,-4.001406038,Peru,Neotropics,Atelidae,Ateles,Ateles belzebuth,Ateles_belzebuth,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Ateles belzebuth,Endangered,17,a,Ateles_belzebuth_a,2461,110,area,1,0,9973.138043,6,650
Aquino et al. 2016,-76.81588667,-4.154205114,Peru,Neotropics,Atelidae,Ateles,Ateles belzebuth,Ateles_belzebuth,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Ateles belzebuth,Endangered,17,a,Ateles_belzebuth_a,2460,16,area,1,0,10000.65002,5,651
Shanee et al 2013,-76.79111111,-8.651666667,Peru,Neotropics,Atelidae,Ateles,Ateles belzebuth,Ateles_belzebuth,0,2009,Tropical_and_suptropical_moist_broadleaf_forest,Ateles belzebuth,Endangered,17,b,Ateles_belzebuth_b,4295,446,area,0,30.18191294,3935.294793,6,652
