Source,X,Y,Country,Realm,Family,Genus,Taxon,Taxon_ITIS,Occurrence,Sample_yea,BIOME,TaxonNameIUCN,redlistCategory,species_number,Source_grp,Dataset,row_id,CC,CC_new
Shanee et al. 2015,-75.75861111,-9.807777778,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,4998,75,75
Shanee et al. 2015,-75.74083333,-9.804166667,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,4999,75,75
Shanee et al. 2015,-75.80361111,-9.684166667,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5000,75,75
Shanee et al. 2015,-75.84222222,-9.689166667,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5001,75,75
Shanee et al. 2015,-77.91416667,-5.583055556,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5002,75,75
Shanee et al. 2015,-77.90611111,-5.707777778,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5003,75,75
Shanee et al. 2015,-77.9125,-5.728055556,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5004,75,75
Shanee et al. 2015,-77.91638889,-5.645,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5005,75,75
Shanee et al. 2015,-77.64777778,-6.053611111,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5006,75,75
Shanee et al. 2015,-78.25083333,-5.641666667,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5007,75,75
Shanee et al. 2015,-78.30166667,-5.680555556,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5008,75,75
Shanee et al. 2015,-78.16583333,-5.938333333,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5009,75,75
Shanee et al. 2015,-78.00027778,-5.993888889,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5010,75,75
Shanee et al. 2015,-77.68166667,-6.735277778,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5011,75,75
Shanee et al. 2015,-77.22472222,-6.707777778,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5012,75,75
Shanee et al. 2015,-78.27833333,-5.694444444,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5013,75,75
Shanee et al. 2015,-78.4125,-5.918888889,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5014,75,75
Shanee et al. 2015,-78.28,-5.6375,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5015,75,75
Shanee et al. 2015,-77.91527778,-6.265555556,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5016,75,75
Shanee et al. 2015,-77.33444444,-6.160555556,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5017,75,75
Shanee et al. 2015,-77.45083333,-6.346666667,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5018,75,75
Shanee et al. 2015,-77.92666667,-5.699444444,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5019,75,75
Shanee et al. 2015,-77.76444444,-5.671666667,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5020,75,75
Shanee et al. 2015,-76.89027778,-7.238888889,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5021,75,75
Shanee et al. 2015,-77.19972222,-7.044166667,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5022,75,75
Shanee et al. 2015,-77.98055556,-5.909722222,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5023,75,75
Shanee et al. 2015,-78.32972222,-6.216666667,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5024,75,75
Shanee et al. 2015,-77.84833333,-5.575277778,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5025,75,75
Shanee et al. 2015,-77.49305556,-7.144722222,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5026,75,75
Shanee et al. 2015,-78.24444444,-5.575555556,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5027,75,75
Shanee et al. 2015,-76.75611111,-7.229444444,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5028,75,75
Shanee et al. 2015,-76.90666667,-6.292777778,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5029,75,75
Shanee et al. 2015,-77.78666667,-5.795277778,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5030,75,75
Shanee et al. 2015,-77.95555556,-6.0175,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5031,75,75
Shanee et al. 2015,-77.96888889,-5.823611111,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5032,75,75
Shanee et al. 2015,-77.79833333,-5.908333333,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5033,75,75
Shanee et al. 2015,-77.81055556,-5.697777778,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5034,75,75
Shanee et al. 2015,-77.99027778,-6.389444444,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5035,75,75
Shanee et al. 2015,-76.1025,-6.715277778,Peru,Neotropics,Aotidae,Aotus,Aotus miconax,Aotus_miconax,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus miconax,Endangered,13,d,Aotus_miconax_d,5036,75,75
Shanee et al. 2015,-76.71861111,-8.411111111,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5037,75,75
Shanee et al. 2015,-76.59361111,-8.482777778,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5038,75,75
Shanee et al. 2015,-76.01138889,-9.291666667,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5039,75,75
Shanee et al. 2015,-75.97055556,-9.419722222,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5040,75,75
Shanee et al. 2015,-75.75861111,-9.807777778,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5041,75,75
Shanee et al. 2015,-75.74083333,-9.804166667,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5042,75,75
Shanee et al. 2015,-75.80361111,-9.684166667,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5043,75,75
Shanee et al. 2015,-75.84222222,-9.689166667,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5044,75,75
Shanee et al. 2015,-77.91416667,-5.583055556,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5045,75,75
Shanee et al. 2015,-77.90611111,-5.707777778,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5046,75,75
Shanee et al. 2015,-77.9125,-5.728055556,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5047,75,75
Shanee et al. 2015,-77.91638889,-5.645,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5048,75,75
Shanee et al. 2015,-77.64777778,-6.053611111,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5049,75,75
Shanee et al. 2015,-78.25083333,-5.641666667,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5050,75,75
Shanee et al. 2015,-78.30166667,-5.680555556,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5051,75,75
Shanee et al. 2015,-78.16583333,-5.938333333,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5052,75,75
Shanee et al. 2015,-78.00027778,-5.993888889,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5053,75,75
Shanee et al. 2015,-77.68166667,-6.735277778,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5054,75,75
Shanee et al. 2015,-77.22472222,-6.707777778,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5055,75,75
Shanee et al. 2015,-78.27833333,-5.694444444,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5056,75,75
Shanee et al. 2015,-78.4125,-5.918888889,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5057,75,75
Shanee et al. 2015,-78.28,-5.6375,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5058,75,75
Shanee et al. 2015,-77.91527778,-6.265555556,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5059,75,75
Shanee et al. 2015,-77.33444444,-6.160555556,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5060,75,75
Shanee et al. 2015,-77.45083333,-6.346666667,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5061,75,75
Shanee et al. 2015,-77.92666667,-5.699444444,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5062,75,75
Shanee et al. 2015,-77.76444444,-5.671666667,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5063,75,75
Shanee et al. 2015,-76.89027778,-7.238888889,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5064,75,75
Shanee et al. 2015,-77.19972222,-7.044166667,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5065,75,75
Shanee et al. 2015,-77.98055556,-5.909722222,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5066,75,75
Shanee et al. 2015,-78.32972222,-6.216666667,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5067,75,75
Shanee et al. 2015,-77.84833333,-5.575277778,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5068,75,75
Shanee et al. 2015,-77.49305556,-7.144722222,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5069,75,75
Shanee et al. 2015,-78.24444444,-5.575555556,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5070,75,75
Shanee et al. 2015,-76.75611111,-7.229444444,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5071,75,75
Shanee et al. 2015,-76.90666667,-6.292777778,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5072,75,75
Shanee et al. 2015,-77.78666667,-5.795277778,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5073,75,75
Shanee et al. 2015,-77.95555556,-6.0175,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5074,75,75
Shanee et al. 2015,-77.96888889,-5.823611111,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5075,75,75
Shanee et al. 2015,-77.79833333,-5.908333333,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5076,75,75
Shanee et al. 2015,-77.81055556,-5.697777778,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5077,75,75
Shanee et al. 2015,-77.99027778,-6.389444444,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5078,75,75
Shanee et al. 2015,-76.1025,-6.715277778,Peru,Neotropics,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymai,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Aotus nancymaae,Vulnerable,14,a,Aotus_nancymai_a,5079,75,75
Sharma et al. 2013,94.73440278,27.29661944,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2496,75,75
Sharma et al. 2013,95.04186667,27.34435278,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2497,75,75
Sharma et al. 2013,95.41818889,27.19078611,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2498,75,75
Sharma et al. 2013,95.66771111,27.74264167,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2499,75,75
Sharma et al. 2013,95.66943611,27.71108889,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2500,75,75
Sharma et al. 2013,95.83371944,27.94846111,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2501,75,75
Sharma et al. 2013,94.90331667,27.35041944,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2502,75,75
Sharma et al. 2013,94.95704722,27.29856389,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2503,75,75
Sharma et al. 2013,95.52897222,27.32490833,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2504,75,75
Sharma et al. 2013,95.58644444,27.49790556,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2505,75,75
Sharma et al. 2013,95.63884167,27.634975,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2506,75,75
Sharma et al. 2013,95.64525278,27.50120278,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2507,75,75
Sharma et al. 2013,95.65478611,27.87857778,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2508,75,75
Sharma et al. 2013,95.68966944,27.95264167,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2509,75,75
Sharma et al. 2013,95.69877222,27.39518611,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2510,75,75
Sharma et al. 2013,95.70428889,27.58478611,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2511,75,75
Sharma et al. 2013,95.73721111,27.708525,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2512,75,75
Sharma et al. 2013,95.75894444,27.48872778,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2513,75,75
Sharma et al. 2013,95.76405833,27.83913889,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2514,75,75
Sharma et al. 2013,95.814525,27.45648611,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2515,75,75
Sharma et al. 2013,95.81490278,27.948575,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2516,75,75
Sharma et al. 2013,95.83874167,27.8439,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,1,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2517,75,75
Sharma et al. 2013,95.84890278,27.50577222,India,Asia,Hylobatidae,Hoolock,Hoolock hoolock,Hoolock_hoolock,0,2006,Tropical_and_suptropical_moist_broadleaf_forest,Hoolock hoolock,Endangered,68,c,Hoolock_hoolock_c,2518,75,75
