Source,X,Y,Country,Realm,Family,Genus,Taxon,Taxon_ITIS,Occurrence,Sample_yea,BIOME,TaxonNameIUCN,redlistCategory,species_number,Source_grp,Dataset,row_id,CC,CC_new,nearpatch_ID,metric,treecover,near_p_dist,patch_area,dataset_row_id,row_id_2,row_id_3
dos Santos-Filho et al. 2017,-57.96305556,-15.59916667,Brasil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,0,2001,Tropical and Subtropical Dry Broadleaf Forest,Ateles chamek,Endangered,18,b,Ateles_chamek_b,963,75,75,3,area,0,30.57020562,30.74628282,30,789,470
dos Santos-Filho et al. 2017,-57.98472222,-15.60972222,Brasil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,1,2001,Tropical and Subtropical Dry Broadleaf Forest,Ateles chamek,Endangered,18,b,Ateles_chamek_b,951,75,75,2,area,0,43.23279939,44.29707616,18,790,471
dos Santos-Filho et al. 2017,-57.41833333,-14.62194444,Brasil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,0,2001,Tropical and Subtropical Dry Broadleaf Forest,Ateles chamek,Endangered,18,b,Ateles_chamek_b,957,75,75,93,area,1,0,44.85779864,24,791,472
dos Santos-Filho et al. 2017,-58.57972222,-15.44,Brasil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,1,2001,Tropical and Subtropical Dry Broadleaf Forest,Ateles chamek,Endangered,18,b,Ateles_chamek_b,952,75,75,1,area,0,61.14041124,49.90430099,19,792,473
dos Santos-Filho et al. 2017,-58.43611111,-15.38416667,Brasil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,1,2001,Tropical and Subtropical Dry Broadleaf Forest,Ateles chamek,Endangered,18,b,Ateles_chamek_b,946,75,75,34,area,1,0,54.2966271,13,793,474
dos Santos-Filho et al. 2017,-58.57972222,-15.4475,Brasil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,1,2001,Tropical and Subtropical Dry Broadleaf Forest,Ateles chamek,Endangered,18,b,Ateles_chamek_b,954,75,75,1,area,0,68.35705785,59.06276821,21,794,475
dos Santos-Filho et al. 2017,-58.51138889,-15.32388889,Brasil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,1,2001,Tropical and Subtropical Dry Broadleaf Forest,Ateles chamek,Endangered,18,b,Ateles_chamek_b,942,75,75,1,area,0,30.57020562,76.91243392,9,795,476
dos Santos-Filho et al. 2017,-58.45138889,-15.33333333,Brasil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,1,2001,Tropical and Subtropical Dry Broadleaf Forest,Ateles chamek,Endangered,18,b,Ateles_chamek_b,944,75,75,1,area,0,68.35705785,79.80950008,11,796,477
dos Santos-Filho et al. 2017,-58.53444444,-15.27916667,Brasil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,1,2001,Tropical and Subtropical Dry Broadleaf Forest,Ateles chamek,Endangered,18,b,Ateles_chamek_b,945,75,75,1,area,0,30.57020562,81.58512127,12,797,478
dos Santos-Filho et al. 2017,-57.87694444,-14.5675,Brasil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,1,2001,Tropical and Subtropical Dry Broadleaf Forest,Ateles chamek,Endangered,18,b,Ateles_chamek_b,936,75,75,215,area,1,0,88.31379107,3,798,479
dos Santos-Filho et al. 2017,-57.96888889,-15.60916667,Brasil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,0,2001,Tropical and Subtropical Dry Broadleaf Forest,Ateles chamek,Endangered,18,b,Ateles_chamek_b,964,75,75,2,area,0,30.57020562,91.11740349,31,799,480
dos Santos-Filho et al. 2017,-58.41277778,-15.38444444,Brasil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,1,2001,Tropical and Subtropical Dry Broadleaf Forest,Ateles chamek,Endangered,18,b,Ateles_chamek_b,948,75,75,21,area,1,0,99.99550947,15,800,481
dos Santos-Filho et al. 2017,-57.90277778,-14.66444444,Brasil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,1,2001,Tropical and Subtropical Dry Broadleaf Forest,Ateles chamek,Endangered,18,b,Ateles_chamek_b,939,75,75,126,area,1,0,103.8271131,6,801,482
dos Santos-Filho et al. 2017,-58.43472222,-15.37305556,Brasil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,1,2001,Tropical and Subtropical Dry Broadleaf Forest,Ateles chamek,Endangered,18,b,Ateles_chamek_b,947,75,75,1,area,0,30.57020562,145.2271231,14,802,483
dos Santos-Filho et al. 2017,-57.84666667,-14.59805556,Brasil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,1,2001,Tropical and Subtropical Dry Broadleaf Forest,Ateles chamek,Endangered,18,b,Ateles_chamek_b,934,75,75,188,area,1,0,202.4208164,1,803,484
dos Santos-Filho et al. 2017,-58.55722222,-15.46011389,Brasil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,1,2001,Tropical and Subtropical Dry Broadleaf Forest,Ateles chamek,Endangered,18,b,Ateles_chamek_b,953,75,75,254,area,1,0,226.6253369,20,804,485
dos Santos-Filho et al. 2017,-58.57638889,-15.33944444,Brasil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,1,2001,Tropical and Subtropical Dry Broadleaf Forest,Ateles chamek,Endangered,18,b,Ateles_chamek_b,943,75,75,1,area,0,61.14041124,428.9526995,10,805,486
dos Santos-Filho et al. 2017,-58.2148,-16.05374722,Brasil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,1,2001,Tropical and Subtropical Grasslands Savannas and Shrublands,Ateles chamek,Endangered,18,b,Ateles_chamek_b,965,75,75,1330,area,1,0,526.2380503,32,806,487
Iwanaga & Ferrari 2002,-61.19777778,-11.82,Brazil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,1,1997,Tropical_and_suptropical_moist_broadleaf_forest,Ateles chamek,Endangered,18,d,Ateles_chamek_d,164,75,75,4,area,0,235.9613434,0.273825027,13,820,488
Iwanaga & Ferrari 2002,-64.80472222,-10.40555556,Brazil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,1,1997,Tropical_and_suptropical_moist_broadleaf_forest,Ateles chamek,Endangered,18,d,Ateles_chamek_d,157,75,75,57,area,0,30.21175419,0.365100036,6,821,489
Iwanaga & Ferrari 2002,-61.42222222,-12.65138889,Brazil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,1,1997,Tropical_and_suptropical_moist_broadleaf_forest,Ateles chamek,Endangered,18,d,Ateles_chamek_d,182,75,75,3,area,0,151.0587709,0.730200073,31,822,490
Iwanaga & Ferrari 2002,-65.33944444,-10.48472222,Brazil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,0,1997,Tropical_and_suptropical_moist_broadleaf_forest,Ateles chamek,Endangered,18,d,Ateles_chamek_d,181,75,75,629,area,1,0,1.186575119,30,823,491
Iwanaga & Ferrari 2002,-61.46833333,-13.45861111,Brazil,Neotropics,Atelidae,Ateles,Ateles chamek,Ateles_chamek,1,1997,Tropical_and_suptropical_moist_broadleaf_forest,Ateles chamek,Endangered,18,d,Ateles_chamek_d,183,75,75,1,area,0,95.53795535,12.0483012,32,824,492
Galan-Acedo et al,-94.64547994,17.25437495,Mexico,Neotropics,Atelidae,Ateles,Ateles geoffroyi,Ateles_geoffroyi,0,2016,Tropical_and_suptropical_moist_broadleaf_forest,Ateles geoffroyi,Endangered,20,c,Ateles_geoffroyi_c,6129,75,75,1492,area,1,0,1.399452403,6,869,493
Galan-Acedo et al,-90.77739444,16.0757,Mexico,Neotropics,Atelidae,Ateles,Ateles geoffroyi,Ateles_geoffroyi,1,2015,Tropical_and_suptropical_moist_broadleaf_forest,Ateles geoffroyi,Endangered,20,c,Ateles_geoffroyi_c,6023,75,75,748,area,1,0,18.71162963,1,870,494
Galan-Acedo et al,-94.790177,17.174229,Mexico,Neotropics,Atelidae,Ateles,Ateles geoffroyi,Ateles_geoffroyi,0,2016,Tropical_and_suptropical_moist_broadleaf_forest,Ateles geoffroyi,Endangered,20,c,Ateles_geoffroyi_c,6130,75,75,869,area,1,0,22.39123845,7,871,495
Galan-Acedo et al,-91.07365,16.07850833,Mexico,Neotropics,Atelidae,Ateles,Ateles geoffroyi,Ateles_geoffroyi,0,2015,Tropical_and_suptropical_moist_broadleaf_forest,Ateles geoffroyi,Endangered,20,c,Ateles_geoffroyi_c,6029,75,75,894,area,1,0,39.00583489,7,872,496
Galan-Acedo et al,-90.72623611,16.24026389,Mexico,Neotropics,Atelidae,Ateles,Ateles geoffroyi,Ateles_geoffroyi,1,2015,Tropical_and_suptropical_moist_broadleaf_forest,Ateles geoffroyi,Endangered,20,c,Ateles_geoffroyi_c,6031,75,75,568,area,1,0,76.42909415,9,873,497
Galan-Acedo et al,-94.44963701,17.36438694,Mexico,Neotropics,Atelidae,Ateles,Ateles geoffroyi,Ateles_geoffroyi,0,2016,Tropical_and_suptropical_moist_broadleaf_forest,Ateles geoffroyi,Endangered,20,c,Ateles_geoffroyi_c,6132,75,75,1165,area,1,0,90.31132841,9,874,498
Galan-Acedo et al,-90.964225,16.08703889,Mexico,Neotropics,Atelidae,Ateles,Ateles geoffroyi,Ateles_geoffroyi,0,2015,Tropical_and_suptropical_moist_broadleaf_forest,Ateles geoffroyi,Endangered,20,c,Ateles_geoffroyi_c,6032,75,75,594,area,1,0,92.62722129,10,875,499
Galan-Acedo et al,-90.858775,16.15901389,Mexico,Neotropics,Atelidae,Ateles,Ateles geoffroyi,Ateles_geoffroyi,0,2015,Tropical_and_suptropical_moist_broadleaf_forest,Ateles geoffroyi,Endangered,20,c,Ateles_geoffroyi_c,6026,75,75,479,area,1,0,93.55814814,4,876,500
Galan-Acedo et al,-94.6392,17.1931,Mexico,Neotropics,Atelidae,Ateles,Ateles geoffroyi,Ateles_geoffroyi,0,2016,Tropical_and_suptropical_moist_broadleaf_forest,Ateles geoffroyi,Endangered,20,c,Ateles_geoffroyi_c,6134,75,75,1079,area,1,0,213.6497335,11,877,501
Galan-Acedo et al,-90.77055,16.29564444,Mexico,Neotropics,Atelidae,Ateles,Ateles geoffroyi,Ateles_geoffroyi,1,2015,Tropical_and_suptropical_moist_broadleaf_forest,Ateles geoffroyi,Endangered,20,c,Ateles_geoffroyi_c,6034,75,75,262,area,1,0,456.1541551,12,878,502
Galan-Acedo et al,-91.03942778,16.08659167,Mexico,Neotropics,Atelidae,Ateles,Ateles geoffroyi,Ateles_geoffroyi,0,2015,Tropical_and_suptropical_moist_broadleaf_forest,Ateles geoffroyi,Endangered,20,c,Ateles_geoffroyi_c,6025,75,75,619,area,1,0,506.0518341,3,879,503
Galan-Acedo et al,-94.62004603,17.28897197,Mexico,Neotropics,Atelidae,Ateles,Ateles geoffroyi,Ateles_geoffroyi,1,2016,Tropical_and_suptropical_moist_broadleaf_forest,Ateles geoffroyi,Endangered,20,c,Ateles_geoffroyi_c,6127,75,75,1741,area,1,0,562.8597565,4,880,504
Galan-Acedo et al,-90.87945,16.17861389,Mexico,Neotropics,Atelidae,Ateles,Ateles geoffroyi,Ateles_geoffroyi,1,2015,Tropical_and_suptropical_moist_broadleaf_forest,Ateles geoffroyi,Endangered,20,c,Ateles_geoffroyi_c,6028,75,75,301,area,1,0,638.5227244,6,881,505
Hidalgo-Mihart et al. 2017,-91.03333333,19,Mexico,Neotropics,Atelidae,Ateles,Ateles geoffroyi,Ateles_geoffroyi,1,2012,Mangroves,Ateles geoffroyi,Endangered,20,d,Ateles_geoffroyi_d,5556,50,75,2,area,0,482.6596247,0.186368251,2,891,506
Hidalgo-Mihart et al. 2017,-92.44027778,18.52361111,Mexico,Neotropics,Atelidae,Ateles,Ateles geoffroyi,Ateles_geoffroyi,0,2012,Tropical_and_suptropical_moist_broadleaf_forest,Ateles geoffroyi,Endangered,20,d,Ateles_geoffroyi_d,5561,75,75,1,area,0,289.5957748,0.465920627,7,892,507
Hidalgo-Mihart et al. 2017,-91.86388889,18.05,Mexico,Neotropics,Atelidae,Ateles,Ateles geoffroyi,Ateles_geoffroyi,1,2012,Tropical_and_suptropical_moist_broadleaf_forest,Ateles geoffroyi,Endangered,20,d,Ateles_geoffroyi_d,5559,75,75,1,area,0,367.5826189,4.100101515,5,893,508
Hidalgo-Mihart et al. 2017,-92.14027778,18.64722222,Mexico,Neotropics,Atelidae,Ateles,Ateles geoffroyi,Ateles_geoffroyi,0,2012,Mangroves,Ateles geoffroyi,Endangered,20,d,Ateles_geoffroyi_d,5560,50,75,1,area,0,61.05214995,4.845574518,6,894,509
Hidalgo-Mihart et al. 2017,-92.63055556,18.41388889,Mexico,Neotropics,Atelidae,Ateles,Ateles geoffroyi,Ateles_geoffroyi,0,2012,Tropical_and_suptropical_moist_broadleaf_forest,Ateles geoffroyi,Endangered,20,d,Ateles_geoffroyi_d,5562,75,75,333,area,1,0,122.2575724,8,895,510
de Souza 2009,-59.38103611,-1.855925,Brazil,Neotropics,Atelidae,Ateles,Ateles paniscus,Ateles_paniscus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Ateles paniscus,Vulnerable,23,d,Ateles_paniscus_d,3735,75,75,1,area,0,30.00586477,2.881126145,18,916,511
de Souza 2009,-59.63263889,-1.829666667,Brazil,Neotropics,Atelidae,Ateles,Ateles paniscus,Ateles_paniscus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Ateles paniscus,Vulnerable,23,d,Ateles_paniscus_d,3727,75,75,125,area,1,0,4.051583642,10,917,512
de Souza 2009,-59.59533333,-1.836194444,Brazil,Neotropics,Atelidae,Ateles,Ateles paniscus,Ateles_paniscus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Ateles paniscus,Vulnerable,23,d,Ateles_paniscus_d,3725,75,75,87,area,1,0,9.183589588,8,918,513
de Souza 2009,-59.4295,-1.827722222,Brazil,Neotropics,Atelidae,Ateles,Ateles paniscus,Ateles_paniscus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Ateles paniscus,Vulnerable,23,d,Ateles_paniscus_d,3721,75,75,77,area,1,0,13.32520842,4,919,514
de Souza 2009,-59.68769444,-1.783361111,Brazil,Neotropics,Atelidae,Ateles,Ateles paniscus,Ateles_paniscus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Ateles paniscus,Vulnerable,23,d,Ateles_paniscus_d,3732,75,75,113,area,1,0,15.21594745,15,920,515
de Souza 2009,-59.44772222,-1.789694444,Brazil,Neotropics,Atelidae,Ateles,Ateles paniscus,Ateles_paniscus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Ateles paniscus,Vulnerable,23,d,Ateles_paniscus_d,3723,75,75,101,area,1,0,22.32872762,6,921,516
de Souza 2009,-59.65505556,-1.877333333,Brazil,Neotropics,Atelidae,Ateles,Ateles paniscus,Ateles_paniscus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Ateles paniscus,Vulnerable,23,d,Ateles_paniscus_d,3729,75,75,117,area,1,0,58.34280444,12,922,517
de Souza 2009,-59.41552778,-1.798555556,Brazil,Neotropics,Atelidae,Ateles,Ateles paniscus,Ateles_paniscus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Ateles paniscus,Vulnerable,23,d,Ateles_paniscus_d,3720,75,75,120,area,1,0,91.92593107,3,923,518
de Souza 2009,-59.66280556,-1.678219444,Brazil,Neotropics,Atelidae,Ateles,Ateles paniscus,Ateles_paniscus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Ateles paniscus,Vulnerable,23,d,Ateles_paniscus_d,3730,75,75,67,area,1,0,103.3604005,13,924,519
de Souza 2009,-59.68719444,-1.831416667,Brazil,Neotropics,Atelidae,Ateles,Ateles paniscus,Ateles_paniscus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Ateles paniscus,Vulnerable,23,d,Ateles_paniscus_d,3731,75,75,91,area,1,0,116.1453977,14,925,520
de Souza 2009,-59.63788889,-1.791,Brazil,Neotropics,Atelidae,Ateles,Ateles paniscus,Ateles_paniscus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Ateles paniscus,Vulnerable,23,d,Ateles_paniscus_d,3728,75,75,83,area,1,0,137.6638086,11,926,521
de Souza 2009,-59.78480556,-1.702861111,Brazil,Neotropics,Atelidae,Ateles,Ateles paniscus,Ateles_paniscus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Ateles paniscus,Vulnerable,23,d,Ateles_paniscus_d,3719,75,75,143,area,1,0,226.1684024,2,927,522
de Souza 2009,-59.70322222,-1.741694444,Brazil,Neotropics,Atelidae,Ateles,Ateles paniscus,Ateles_paniscus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Ateles paniscus,Vulnerable,23,d,Ateles_paniscus_d,3733,75,75,88,area,1,0,844.5301013,16,928,523
de Souza 2009,-59.71677778,-1.671083333,Brazil,Neotropics,Atelidae,Ateles,Ateles paniscus,Ateles_paniscus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Ateles paniscus,Vulnerable,23,d,Ateles_paniscus_d,3718,75,75,116,area,1,0,948.3406777,1,929,524
Melo et al. 2005,-42.732379,-20.074282,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2003,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,b,Brachyteles_hypoxanthus_b,1524,75,75,191,area,1,0,28.47918943,2,944,525
Melo et al. 2005,-42.738237,-20.06847,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,1,2003,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,b,Brachyteles_hypoxanthus_b,1525,75,75,179,area,1,0,76.91318505,3,945,526
Melo et al. 2005,-42.759249,-20.06466,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2003,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,b,Brachyteles_hypoxanthus_b,1527,75,75,142,area,1,0,138.0368875,5,946,527
Melo et al. 2005,-42.727708,-20.032601,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2003,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,b,Brachyteles_hypoxanthus_b,1523,75,75,157,area,1,0,252.8254572,1,947,528
Melo et al. 2005,-42.741516,-20.130151,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2003,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,b,Brachyteles_hypoxanthus_b,1526,75,75,191,area,1,0,833.9365366,4,948,529
Tabacow et al. 2009,-41.830975,-19.791877,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2005,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,d,Brachyteles_hypoxanthus_d,2208,75,75,1,area,0,31.03370425,16.46885268,7,976,530
Tabacow et al. 2009,-41.818164,-19.784041,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2005,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,d,Brachyteles_hypoxanthus_d,2207,75,75,272,area,1,0,29.66319663,6,977,531
Tabacow et al. 2009,-41.851252,-19.723554,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2005,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,d,Brachyteles_hypoxanthus_d,2205,75,75,343,area,1,0,53.35523031,4,978,532
Tabacow et al. 2009,-41.80305556,-19.78055556,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,1,2005,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,d,Brachyteles_hypoxanthus_d,2204,75,75,266,area,1,0,80.41808178,3,979,533
Tabacow et al. 2009,-41.82305556,-19.765,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,1,2005,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,d,Brachyteles_hypoxanthus_d,2202,75,75,254,area,1,0,111.6222237,1,980,534
Tabacow et al. 2009,-41.803586,-19.813047,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,0,2005,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,d,Brachyteles_hypoxanthus_d,2209,75,75,233,area,1,0,132.1360577,8,981,535
Tabacow et al. 2009,-41.80194444,-19.7575,Brazil,Neotropics,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus,1,2005,Tropical_and_suptropical_moist_broadleaf_forest,Brachyteles hypoxanthus,Critically Endangered,26,d,Brachyteles_hypoxanthus_d,2203,75,75,246,area,1,0,355.8620505,2,982,536
da Silva et al. 2015,-46.00810593,-21.46776046,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus nigrifrons,Callicebus_nigrifrons,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus nigrifrons,Near Threatened,28,a,Callicebus_nigrifrons_a,5089,75,75,1,area,0,30.96988957,0.575480436,10,1023,537
da Silva et al. 2015,-46.14851047,-21.44427139,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus nigrifrons,Callicebus_nigrifrons,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus nigrifrons,Near Threatened,28,a,Callicebus_nigrifrons_a,5095,75,75,1,area,0,43.79803786,0.575480436,16,1024,538
da Silva et al. 2015,-45.8870772,-21.37596075,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus nigrifrons,Callicebus_nigrifrons,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus nigrifrons,Near Threatened,28,a,Callicebus_nigrifrons_a,5109,75,75,1,area,0,443.4213372,0.863220654,30,1025,539
da Silva et al. 2015,-45.88624161,-21.31551718,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus nigrifrons,Callicebus_nigrifrons,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus nigrifrons,Near Threatened,28,a,Callicebus_nigrifrons_a,5106,75,75,1,area,0,127.6921259,1.822354714,27,1026,540
da Silva et al. 2015,-45.8742724,-21.49552568,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus nigrifrons,Callicebus_nigrifrons,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus nigrifrons,Near Threatened,28,a,Callicebus_nigrifrons_a,5114,75,75,166,area,1,0,1.822354714,35,1027,541
da Silva et al. 2015,-46.12017299,-21.44917101,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus nigrifrons,Callicebus_nigrifrons,1,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus nigrifrons,Near Threatened,28,a,Callicebus_nigrifrons_a,5093,75,75,1,area,0,30.96988957,3.740622834,14,1028,542
da Silva et al. 2015,-45.9561786,-21.51771645,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus nigrifrons,Callicebus_nigrifrons,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus nigrifrons,Near Threatened,28,a,Callicebus_nigrifrons_a,5084,75,75,210,area,1,0,5.083410518,5,1029,543
da Silva et al. 2015,-46.06434152,-21.4567797,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus nigrifrons,Callicebus_nigrifrons,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus nigrifrons,Near Threatened,28,a,Callicebus_nigrifrons_a,5115,75,75,83,area,1,0,5.179323924,36,1030,544
da Silva et al. 2015,-45.96206853,-21.51415386,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus nigrifrons,Callicebus_nigrifrons,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus nigrifrons,Near Threatened,28,a,Callicebus_nigrifrons_a,5112,75,75,198,area,1,0,5.371150736,33,1031,545
da Silva et al. 2015,-45.98796827,-21.51380882,Brazil,Neotropics,Pitheciidae,Callicebus,Callicebus nigrifrons,Callicebus_nigrifrons,0,2011,Tropical_and_suptropical_moist_broadleaf_forest,Callicebus nigrifrons,Near Threatened,28,a,Callicebus_nigrifrons_a,5113,75,75,1,area,0,43.79803786,6.138457984,34,1032,546
