Source,X,Y,Country,Realm,Family,Genus,Taxon,Taxon_ITIS,Occurrence,Sample_yea,BIOME,TaxonNameIUCN,redlistCategory,species_number,Source_grp,Dataset,row_id,CC,CC_new,nearpatch_ID,metric,treecover,near_p_dist,patch_area,dataset_row_id,row_id_2,row_id_3
Onderdonk & Chapman 2000,30.322775,0.543197222,Uganda,Africa,Cercopithecidae,Cercopithecus,Cercopithecus ascanius,Cercopithecus_ascanius,1,1995,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus ascanius,Least Concern,44,a,Cercopithecus_ascanius_a,30,75,75,399,area,1,0,2.250120407,18,1487,804
Onderdonk & Chapman 2000,30.30201111,0.520497222,Uganda,Africa,Cercopithecidae,Cercopithecus,Cercopithecus ascanius,Cercopithecus_ascanius,1,1995,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus ascanius,Least Concern,44,a,Cercopithecus_ascanius_a,19,75,75,284,area,1,0,2.43013004,7,1488,805
Onderdonk & Chapman 2000,30.311275,0.528333333,Uganda,Africa,Cercopithecidae,Cercopithecus,Cercopithecus ascanius,Cercopithecus_ascanius,1,1995,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus ascanius,Least Concern,44,a,Cercopithecus_ascanius_a,26,75,75,1,area,0,42.42754206,4.860260079,14,1489,806
Karere et al. 2004,40.17379722,-2.166736111,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1108,75,75,1,area,0,60.02991558,0.090089769,55,1490,807
Karere et al. 2004,40.134425,-1.932194444,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1058,75,75,1,area,0,94.91563049,0.090089769,5,1491,808
Karere et al. 2004,40.16193333,-2.023208333,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1093,75,75,1,area,0,276.7242377,0.180179538,40,1492,809
Karere et al. 2004,40.16824167,-2.195261111,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,0,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1066,75,75,1,area,0,446.204426,0.270269307,13,1493,810
Karere et al. 2004,40.176975,-2.245013889,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1112,75,75,1,area,0,270.1346201,0.270269307,59,1494,811
Karere et al. 2004,40.11573056,-1.785438889,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical and Subtropical Grasslands Savannas and Shrublands,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1077,75,75,1,area,0,175.015775,0.270269307,24,1495,812
Karere et al. 2004,40.1894,-2.318491667,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1120,75,75,1,area,0,300.1495779,0.450448846,67,1496,813
Karere et al. 2004,40.17324444,-2.063794444,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1107,75,75,1,area,0,30.01495779,0.540538615,54,1497,814
Karere et al. 2004,40.18180833,-2.197941667,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1118,75,75,1,area,0,212.2378019,0.540538615,65,1498,815
Karere et al. 2004,40.17264444,-2.223127778,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1104,75,75,1,area,0,60.02991558,0.630628384,51,1499,816
Karere et al. 2004,40.13341667,-1.969180556,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1057,75,75,1,area,0,450.2243669,0.900897691,4,1500,817
Karere et al. 2004,40.15021667,-1.893891667,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1060,75,75,1,area,0,342.2231726,1.351346537,7,1501,818
Karere et al. 2004,40.15268056,-2.022344444,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1061,75,75,1,area,0,379.662522,1.351346537,8,1502,819
Karere et al. 2004,40.13494167,-1.957194444,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1059,75,75,1,area,0,30.01495779,1.621615844,6,1503,820
Karere et al. 2004,40.15858889,-1.985538889,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1091,75,75,1,area,0,42.44756038,6.576553145,38,1504,821
Karere et al. 2004,40.16669722,-2.200561111,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2001,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,d,Cercopithecus_mitis_d,1062,75,75,8,area,1,0,6.756732684,9,1505,822
Lehouck et al. 2009,38.35935632,-3.419383487,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,0,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Cercopithecus mitis,Least Concern,45,e,Cercopithecus_mitis_e,1991,75,75,1,area,0,161.7276341,1.172502618,24,1506,823
Lehouck et al. 2009,38.3396947,-3.429109048,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2004,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,e,Cercopithecus_mitis_e,1988,75,75,1,area,0,379.8789472,4.419432946,21,1507,824
Lehouck et al. 2009,38.32938668,-3.400336184,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,0,2004,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,e,Cercopithecus_mitis_e,2003,75,75,1,area,0,60.06413542,12.62695127,36,1508,825
Lehouck et al. 2009,38.33980986,-3.480022227,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,1,2004,Tropical and Subtropical Grasslands Savannas and Shrublands,Cercopithecus mitis,Least Concern,45,e,Cercopithecus_mitis_e,1983,75,75,77,area,1,0,80.09094808,16,1509,826
Lehouck et al. 2009,38.34050427,-3.359658492,Kenya,Africa,Cercopithecidae,Cercopithecus,Cercopithecus mitis,Cercopithecus_mitis,0,2004,Tropical_and_suptropical_moist_broadleaf_forest,Cercopithecus mitis,Least Concern,45,e,Cercopithecus_mitis_e,1997,75,75,69,area,1,0,100.2940701,30,1510,827
Hending et al. 2018,50.12819722,-14.13979444,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus crossleyi,Cheirogaleus_crossleyi,0,2017,Tropical_and_suptropical_moist_broadleaf_forest,Cheirogaleus crossleyi,Vulnerable,47,b,Cheirogaleus_crossleyi_b,6177,75,75,1,area,0,186.2276823,0.374927023,26,1511,828
Hending et al. 2018,50.12458333,-14.13738333,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus crossleyi,Cheirogaleus_crossleyi,0,2017,Tropical_and_suptropical_moist_broadleaf_forest,Cheirogaleus crossleyi,Vulnerable,47,b,Cheirogaleus_crossleyi_b,6174,75,75,1,area,0,43.29705667,1.12478107,23,1512,829
Hending et al. 2018,49.91531111,-13.07770833,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus crossleyi,Cheirogaleus_crossleyi,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus crossleyi,Vulnerable,47,b,Cheirogaleus_crossleyi_b,6170,75,75,1,area,0,196.0357618,1.499708093,19,1513,830
Hending et al. 2018,49.62138333,-13.30645278,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus crossleyi,Cheirogaleus_crossleyi,1,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus crossleyi,Vulnerable,47,b,Cheirogaleus_crossleyi_b,6155,75,75,6,area,0,110.3862684,2.155830384,4,1514,831
Hending et al. 2018,49.84481389,-13.087675,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus crossleyi,Cheirogaleus_crossleyi,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus crossleyi,Vulnerable,47,b,Cheirogaleus_crossleyi_b,6163,75,75,44,area,1,0,3.093147942,12,1515,832
Hending et al. 2018,49.61619722,-13.25658333,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus crossleyi,Cheirogaleus_crossleyi,1,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus crossleyi,Vulnerable,47,b,Cheirogaleus_crossleyi_b,6154,75,75,149,area,0,43.29705667,3.468074966,3,1516,833
Hending et al. 2018,49.90319444,-13.07926667,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus crossleyi,Cheirogaleus_crossleyi,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus crossleyi,Vulnerable,47,b,Cheirogaleus_crossleyi_b,6167,75,75,1,area,0,43.29705667,4.874051303,16,1517,834
Hending et al. 2018,49.91214444,-13.04340278,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus crossleyi,Cheirogaleus_crossleyi,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus crossleyi,Vulnerable,47,b,Cheirogaleus_crossleyi_b,6169,75,75,249,area,1,0,136.8483635,18,1518,835
Hending et al. 2018,49.83610833,-13.28518056,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus crossleyi,Cheirogaleus_crossleyi,1,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus crossleyi,Vulnerable,47,b,Cheirogaleus_crossleyi_b,6161,75,75,63,area,1,0,170.2168686,10,1519,836
Hending et al. 2018,49.90853889,-13.09544167,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus crossleyi,Cheirogaleus_crossleyi,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus crossleyi,Vulnerable,47,b,Cheirogaleus_crossleyi_b,6168,75,75,1,area,0,30.61564238,484.5931777,17,1520,837
Hending et al. 2018,50.12521667,-14.06653889,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus crossleyi,Cheirogaleus_crossleyi,0,2017,Tropical_and_suptropical_moist_broadleaf_forest,Cheirogaleus crossleyi,Vulnerable,47,b,Cheirogaleus_crossleyi_b,6175,75,75,202,area,0,30.61564238,589.9476712,24,1521,838
Hending et al. 2018,49.75534444,-13.22766389,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus crossleyi,Cheirogaleus_crossleyi,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus crossleyi,Vulnerable,47,b,Cheirogaleus_crossleyi_b,6159,75,75,223,area,1,0,850.5219524,8,1522,839
Hending et al. 2018,49.70594444,-13.14909722,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus crossleyi,Cheirogaleus_crossleyi,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus crossleyi,Vulnerable,47,b,Cheirogaleus_crossleyi_b,6158,75,75,1,area,0,43.29705667,942.5665367,7,1523,840
Hending et al. 2018,50.12819722,-14.13979444,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus major,Cheirogaleus_major,0,2017,Tropical_and_suptropical_moist_broadleaf_forest,Cheirogaleus major,Vulnerable,48,a,Cheirogaleus_major_a,6203,75,75,1,area,0,186.2276823,0.374927023,26,1525,841
Hending et al. 2018,50.12458333,-14.13738333,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus major,Cheirogaleus_major,0,2017,Tropical_and_suptropical_moist_broadleaf_forest,Cheirogaleus major,Vulnerable,48,a,Cheirogaleus_major_a,6200,75,75,1,area,0,43.29705667,1.12478107,23,1526,842
Hending et al. 2018,49.91531111,-13.07770833,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus major,Cheirogaleus_major,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus major,Vulnerable,48,a,Cheirogaleus_major_a,6196,75,75,1,area,0,196.0357618,1.499708093,19,1527,843
Hending et al. 2018,49.62138333,-13.30645278,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus major,Cheirogaleus_major,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus major,Vulnerable,48,a,Cheirogaleus_major_a,6181,75,75,6,area,0,110.3862684,2.155830384,4,1528,844
Hending et al. 2018,49.84481389,-13.087675,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus major,Cheirogaleus_major,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus major,Vulnerable,48,a,Cheirogaleus_major_a,6189,75,75,44,area,1,0,3.093147942,12,1529,845
Hending et al. 2018,49.61619722,-13.25658333,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus major,Cheirogaleus_major,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus major,Vulnerable,48,a,Cheirogaleus_major_a,6180,75,75,149,area,0,43.29705667,3.468074966,3,1530,846
Hending et al. 2018,49.90319444,-13.07926667,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus major,Cheirogaleus_major,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus major,Vulnerable,48,a,Cheirogaleus_major_a,6193,75,75,1,area,0,43.29705667,4.874051303,16,1531,847
Hending et al. 2018,49.91214444,-13.04340278,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus major,Cheirogaleus_major,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus major,Vulnerable,48,a,Cheirogaleus_major_a,6195,75,75,249,area,1,0,136.8483635,18,1532,848
Hending et al. 2018,49.83610833,-13.28518056,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus major,Cheirogaleus_major,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus major,Vulnerable,48,a,Cheirogaleus_major_a,6187,75,75,63,area,1,0,170.2168686,10,1533,849
Hending et al. 2018,49.90853889,-13.09544167,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus major,Cheirogaleus_major,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus major,Vulnerable,48,a,Cheirogaleus_major_a,6194,75,75,1,area,0,30.61564238,484.5931777,17,1534,850
Hending et al. 2018,50.12521667,-14.06653889,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus major,Cheirogaleus_major,1,2017,Tropical_and_suptropical_moist_broadleaf_forest,Cheirogaleus major,Vulnerable,48,a,Cheirogaleus_major_a,6201,75,75,202,area,0,30.61564238,589.9476712,24,1535,851
Hending et al. 2018,49.75534444,-13.22766389,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus major,Cheirogaleus_major,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus major,Vulnerable,48,a,Cheirogaleus_major_a,6185,75,75,223,area,1,0,850.5219524,8,1536,852
Hending et al. 2018,49.70594444,-13.14909722,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus major,Cheirogaleus_major,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus major,Vulnerable,48,a,Cheirogaleus_major_a,6184,75,75,1,area,0,43.29705667,942.5665367,7,1537,853
Hending et al. 2018,50.12819722,-14.13979444,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus shethi,Cheirogaleus_shethi,0,2017,Tropical_and_suptropical_moist_broadleaf_forest,Cheirogaleus shethi,Endangered,50,a,Cheirogaleus_shethi_a,6229,75,75,1,area,0,186.2276823,0.374927023,26,1544,854
Hending et al. 2018,50.12458333,-14.13738333,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus shethi,Cheirogaleus_shethi,0,2017,Tropical_and_suptropical_moist_broadleaf_forest,Cheirogaleus shethi,Endangered,50,a,Cheirogaleus_shethi_a,6226,75,75,1,area,0,43.29705667,1.12478107,23,1545,855
Hending et al. 2018,49.91531111,-13.07770833,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus shethi,Cheirogaleus_shethi,1,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus shethi,Endangered,50,a,Cheirogaleus_shethi_a,6222,75,75,1,area,0,196.0357618,1.499708093,19,1546,856
Hending et al. 2018,49.62138333,-13.30645278,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus shethi,Cheirogaleus_shethi,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus shethi,Endangered,50,a,Cheirogaleus_shethi_a,6207,75,75,6,area,0,110.3862684,2.155830384,4,1547,857
Hending et al. 2018,49.84481389,-13.087675,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus shethi,Cheirogaleus_shethi,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus shethi,Endangered,50,a,Cheirogaleus_shethi_a,6215,75,75,44,area,1,0,3.093147942,12,1548,858
Hending et al. 2018,49.61619722,-13.25658333,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus shethi,Cheirogaleus_shethi,0,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus shethi,Endangered,50,a,Cheirogaleus_shethi_a,6206,75,75,149,area,0,43.29705667,3.468074966,3,1549,859
Hending et al. 2018,49.90319444,-13.07926667,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus shethi,Cheirogaleus_shethi,1,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus shethi,Endangered,50,a,Cheirogaleus_shethi_a,6219,75,75,1,area,0,43.29705667,4.874051303,16,1550,860
Hending et al. 2018,49.91214444,-13.04340278,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus shethi,Cheirogaleus_shethi,1,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus shethi,Endangered,50,a,Cheirogaleus_shethi_a,6221,75,75,249,area,1,0,136.8483635,18,1551,861
Hending et al. 2018,49.83931111,-13.28858889,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus shethi,Cheirogaleus_shethi,1,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus shethi,Endangered,50,a,Cheirogaleus_shethi_a,6214,75,75,56,area,1,0,170.2168686,11,1552,862
Hending et al. 2018,49.90853889,-13.09544167,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus shethi,Cheirogaleus_shethi,1,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus shethi,Endangered,50,a,Cheirogaleus_shethi_a,6220,75,75,1,area,0,30.61564238,484.5931777,17,1553,863
Hending et al. 2018,50.12817778,-14.09174167,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus shethi,Cheirogaleus_shethi,0,2017,Tropical_and_suptropical_moist_broadleaf_forest,Cheirogaleus shethi,Endangered,50,a,Cheirogaleus_shethi_a,6228,75,75,616,area,1,0,596.2276989,25,1554,864
Hending et al. 2018,49.75534444,-13.22766389,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus shethi,Cheirogaleus_shethi,1,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus shethi,Endangered,50,a,Cheirogaleus_shethi_a,6211,75,75,223,area,1,0,850.5219524,8,1555,865
Hending et al. 2018,49.70594444,-13.14909722,Madagascar,Madagascar,Cheirogaleidae,Cheirogaleus,Cheirogaleus shethi,Cheirogaleus_shethi,1,2017,Tropical and Subtropical Dry Broadleaf Forest,Cheirogaleus shethi,Endangered,50,a,Cheirogaleus_shethi_a,6210,75,75,1,area,0,43.29705667,942.5665367,7,1556,866
Benchimol & Venticinque 2014,-59.38027778,-1.855833333,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3819,75,75,1,area,0,30.0056344,2.881081906,4,1573,867
Benchimol & Venticinque 2014,-59.6325,-1.829444444,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3827,75,75,124,area,1,0,4.05152143,12,1574,868
Benchimol & Venticinque 2014,-59.36305556,-1.767222222,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3818,75,75,204,area,1,0,5.492062383,3,1575,869
Benchimol & Venticinque 2014,-59.59527778,-1.836111111,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3825,75,75,87,area,1,0,9.183448575,10,1576,870
Benchimol & Venticinque 2014,-59.42944444,-1.827777778,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3821,75,75,77,area,1,0,13.32500381,6,1577,871
Benchimol & Venticinque 2014,-59.6875,-1.783333333,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3832,75,75,112,area,1,0,15.21571382,17,1578,872
Benchimol & Venticinque 2014,-59.44777778,-1.789722222,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3823,75,75,100,area,1,0,22.32838477,8,1579,873
Benchimol & Venticinque 2014,-59.35388889,-1.841388889,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3817,75,75,2,area,0,42.43437511,34.75305049,2,1580,874
Benchimol & Venticinque 2014,-59.655,-1.877222222,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3829,75,75,117,area,1,0,58.34190859,14,1581,875
Benchimol & Venticinque 2014,-59.41555556,-1.798611111,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3820,75,75,120,area,1,0,91.92451956,5,1582,876
Benchimol & Venticinque 2014,-59.66277778,-1.678333333,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3830,75,75,67,area,1,0,103.3588134,15,1583,877
Benchimol & Venticinque 2014,-59.68722222,-1.831388889,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3831,75,75,91,area,1,0,116.1436143,16,1584,878
Benchimol & Venticinque 2014,-59.63777778,-1.791111111,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3828,75,75,83,area,1,0,137.6616948,13,1585,879
Benchimol & Venticinque 2014,-59.78472222,-1.702777778,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3835,75,75,141,area,1,0,226.1649296,20,1586,880
Benchimol & Venticinque 2014,-59.70333333,-1.741666667,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3833,75,75,88,area,1,0,844.5171337,18,1587,881
Benchimol & Venticinque 2014,-59.71666667,-1.671111111,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,1,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,a,Chiropotes_sagulatus_a,3816,75,75,116,area,1,0,948.3261161,1,1588,882
de Souza 2009,-59.38103611,-1.855925,Brazil,Neotropics,Pitheciidae,Chiropotes,Chiropotes sagulatus,Chiropotes_sagulatus,0,2008,Tropical_and_suptropical_moist_broadleaf_forest,Chiropotes sagulatus,Least Concern,53,b,Chiropotes_sagulatus_b,3853,75,75,1,area,0,30.00586477,2.881126145,18,1593,883
